name,address,link,type of education,n_students,neighborhood,type,School Target,Other_schools_target,School fundamental,Other_schools_fundamental
OBS De Komeet Braillestraat,Braillestraat 2,/basisscholen/krommenie/22085/obs-de-komeet-braillestraat/,Openbaar Basisonderwijs100,100.0,Krommenie,Basic School,57.9,55.8,94.7,94.7
Basisschool De Kroevert,Meerweg 9,/basisscholen/kronenberg/11595/basisschool-de-kroevert/,Katholiek Basisonderwijs77,77.0,Kronenberg,Basic School,58.6,61.1,98.0,96.0
OBS Walstraschool,Woldweg 124,/basisscholen/kropswolde/25013/obs-walstraschool/,Openbaar Basisonderwijs111,111.0,Kropswolde,Basic School,61.5,64.7,97.9,96.7
Basisschool Dr. A. Comrieschool,Marconistraat 16,/basisscholen/kruiningen/8830/basisschool-dr-a-comrieschool/,Prot. christelijk,301.0,Kruiningen,Basic School,62.7,55.3,97.1,94.4
Alberoschool Kindcentrum De Welle,Slotstraat 87,/basisscholen/kruiningen/10684/alberoschool-kindcentrum-de-welle/,Prot. christelijk,145.0,Kruiningen,Basic School,50.0,55.3,94.4,94.4
Basisschool Voorhoute,Voorhoute 3,/basisscholen/kruiningen/7179/basisschool-voorhoute/,Openbaar Basisonderwijs72,72.0,Kruiningen,Basic School,39.0,49.0,93.3,92.6
Rooms Katholieke Basisschool De Zonneberg,West-Zandberg 47,/basisscholen/kruisland/5180/rooms-katholieke-basisschool-de-zonneberg/,Katholiek Basisonderwijs164,164.0,Kruisland,Basic School,55.1,59.2,93.3,95.6
Antoniusschool,Zonnedauwlaan 59,/basisscholen/kudelstaart/8826/antoniusschool/,Katholiek Basisonderwijs649,649.0,Kudelstaart,Basic School,57.9,62.0,94.3,96.4
KC De Ruimte,Schweitzerstraat 136,/basisscholen/kudelstaart/24320/kc-de-ruimte/,Prot. christelijk,113.0,Kudelstaart,Basic School,64.4,55.8,97.2,94.7
Openbare Basisschool Kudelstaart,Zonnedauwlaan 65,/basisscholen/kudelstaart/10524/openbare-basisschool-kudelstaart/,Openbaar Basisonderwijs114,114.0,Kudelstaart,Basic School,57.6,59.2,96.1,95.6
Burgemeester de Ruiterschool,Vijverpark 89,/basisscholen/kuinre/11138/burgemeester-de-ruiterschool/,Openbaar Basisonderwijs88,88.0,Kuinre,Basic School,66.7,58.4,97.7,95.4
M G R Heyligersschool,Sportweg 2,/basisscholen/kwadendamme/25667/m-g-r-heyligersschool/,Katholiek Basisonderwijs88,88.0,Kwadendamme,Basic School,69.6,58.4,96.1,95.4
Openbare Basisschool Prinses Beatrix,Kwadijk 92,/basisscholen/kwadijk/10190/openbare-basisschool-prinses-beatrix/,Openbaar Basisonderwijs42,42.0,Kwadijk,Basic School,52.6,59.2,98.2,95.6
R.K. Basisschool WSKO Andreashof,Leeuwerik 11,/basisscholen/kwintsheul/4733/rk-basisschool-wsko-andreashof/,Katholiek Basisonderwijs274,274.0,Kwintsheul,Basic School,49.0,61.1,95.0,96.0
Chr Basisschool,Kolkweg 41,/basisscholen/laag-zuthem/11245/chr-basisschool/,Prot. christelijk,36.0,Laag Zuthem,Basic School,66.7,64.7,96.3,96.7
Rooms Katholieke Basisschool Den Opstap,Broekkant 9,/basisscholen/lage-mierde/11503/rooms-katholieke-basisschool-den-opstap/,Katholiek Basisonderwijs108,108.0,Lage Mierde,Basic School,55.3,61.9,96.9,96.3
IBS De Grienden,Nieuwstraat 8,/basisscholen/lage-zwaluwe/11076/ibs-de-grienden/,Confessioneel overig,241.0,Lage Zwaluwe,Basic School,60.6,59.2,97.1,95.6
Basisschool De Oostvogel,Pastoor Willemsstraat 15,/basisscholen/lamswaarde/5460/basisschool-de-oostvogel/,Katholiek Basisonderwijs42,42.0,Lamswaarde,Basic School,66.7,55.8,97.3,94.7
OBS Harlekijn,Strijthagerweg 10,/basisscholen/landgraaf/6494/obs-harlekijn/,Openbaar Basisonderwijs406,406.0,Landgraaf,Basic School,64.4,57.9,97.5,95.3
Oecumenische Basisschool De Wegwijzer,Veeweg 73,/basisscholen/landgraaf/6498/oecumenische-basisschool-de-wegwijzer/,Samenwerking Basisonderwijs369,369.0,Landgraaf,Basic School,51.9,58.3,94.0,95.4
SBO de Wissel,Hereweg 175,/basisscholen/landgraaf/10451/sbo-de-wissel/,Algemeen bijzonder,93.0,Landgraaf,Basic School,39.3,27.3,33.3,28.6
RKBS An d'r Put,Pastoor Scheepersstraat 9,/basisscholen/landgraaf/6504/rkbs-an-dr-put/,Katholiek Basisonderwijs199,199.0,Landgraaf,Basic School,45.8,55.8,96.0,94.7
Basisschool De Schatgraver,Pastoor Schattenstraat 25,/basisscholen/landgraaf/6517/basisschool-de-schatgraver/,Katholiek Basisonderwijs429,429.0,Landgraaf,Basic School,48.9,58.3,94.6,95.4
Basisschool Op gen Hei,An de Voeëgelsjtang 12,/basisscholen/landgraaf/6518/basisschool-op-gen-hei/,Katholiek Basisonderwijs301,301.0,Landgraaf,Basic School,60.3,55.3,94.9,94.4
Basisschool 't Valder,Belvauer 62,/basisscholen/landgraaf/6519/basisschool-t-valder/,Katholiek Basisonderwijs214,214.0,Landgraaf,Basic School,57.3,61.1,94.3,96.0
Openbare Basisschool De Speurneus,Haaselt 3,/basisscholen/landgraaf/10472/openbare-basisschool-de-speurneus/,Openbaar Basisonderwijs215,215.0,Landgraaf,Basic School,58.7,58.3,96.5,95.4
OBS Wereldwijs,Baronstraat 11,/basisscholen/landgraaf/6521/obs-wereldwijs/,Openbaar Basisonderwijs226,226.0,Landgraaf,Basic School,47.0,55.3,95.1,94.4
Basisschool Montessori Landsmeer,Burgemeester Postweg 88,/basisscholen/landsmeer/22817/basisschool-montessori-landsmeer/,Algemeen bijzonder,219.0,Landsmeer,Basic School,50.8,72.7,93.0,97.9
Basisschool De Hoeksteen,Calkoenstraat 15,/basisscholen/landsmeer/9621/basisschool-de-hoeksteen/,Prot. christelijk,194.0,Landsmeer,Basic School,62.7,60.8,92.7,96.0
Basisschool St.Augustinus,De Gouwe 21,/basisscholen/landsmeer/23832/basisschool-staugustinus/,Katholiek Basisonderwijs214,214.0,Landsmeer,Basic School,63.2,68.2,96.1,97.2
OBS De Wagemakerschool,Poortwachtersweg 1,/basisscholen/landsmeer/10177/obs-de-wagemakerschool/,Openbaar Basisonderwijs172,172.0,Landsmeer,Basic School,57.3,59.2,93.8,95.6
Openbare Basisschool De Stap,Dr. Martin Luther Kingstraat 2-d,/basisscholen/landsmeer/10180/openbare-basisschool-de-stap/,Openbaar Basisonderwijs188,188.0,Landsmeer,Basic School,60.6,63.6,93.9,96.4
obs Piet de Springer,Prinsenplein 1,/basisscholen/langbroek/7620/obs-piet-de-springer/,Openbaar Basisonderwijs91,91.0,Langbroek,Basic School,63.1,59.2,96.4,95.6
School met de Bijbel,Kerkeland 55,/basisscholen/langbroek/8597/school-met-de-bijbel/,Prot. christelijk,157.0,Langbroek,Basic School,51.4,55.8,97.2,94.7
Basisschool 't Stekske,Dominicanenstraat 22,/basisscholen/langenboom/26473/basisschool-t-stekske/,Katholiek Basisonderwijs134,134.0,Langenboom,Basic School,63.9,61.1,95.4,96.0
Mariaschool,Kerklaan 2,/basisscholen/langeveen/11665/mariaschool/,Katholiek Basisonderwijs110,110.0,Langeveen,Basic School,48.4,58.4,90.2,95.4
Skôalle it Aventoer,De Klamp 12,/basisscholen/langezwaag/24797/skoalle-it-aventoer/,Openbaar Basisonderwijs138,138.0,Langezwaag,Basic School,63.3,61.1,96.7,96.0
Kindcentrum `t Swannestee,Tsjillanleane 32,/basisscholen/langweer/25901/kindcentrum-t-swannestee/,Openbaar Basisonderwijs78,78.0,Langweer,Basic School,44.1,60.8,93.1,96.0
De Gooische School,Oud Blaricummerweg 21 A,/basisscholen/laren/5077/de-gooische-school/,Algemeen bijzonder,220.0,Laren,Basic School,74.0,72.7,99.5,97.9
De Binckhorst Sint Jan,Eemnesserweg 17,/basisscholen/laren/25238/de-binckhorst-sint-jan/,Katholiek Basisonderwijs395,395.0,Laren,Basic School,73.5,70.3,99.7,97.6
Larense Montessorischool,De Leemkuil 4,/basisscholen/laren/10023/larense-montessorischool/,Algemeen bijzonder,220.0,Laren,Basic School,80.4,77.6,99.5,98.8
Basisschool De Ploeg,Melkweg 42,/basisscholen/laren/6122/basisschool-de-ploeg/,Openbaar Basisonderwijs174,174.0,Laren,Basic School,55.6,62.0,97.1,96.4
Prins Willem Alexander School,Verwoldseweg 18,/basisscholen/laren-gelderland/4875/prins-willem-alexander-school/,Prot. christelijk,123.0,Laren (Gelderland),Basic School,59.4,63.3,94.2,96.3
Openbare Daltonbasisschool de Branink,Verwoldseweg 14,/basisscholen/laren-gelderland/7614/openbare-daltonbasisschool-de-branink/,Openbaar Basisonderwijs210,210.0,Laren (Gelderland),Basic School,61.2,62.0,95.3,96.4
't Kampke,Ottershagenweg 45,/basisscholen/lattrop-breklenkamp/8302/t-kampke/,Katholiek Basisonderwijs61,61.0,Lattrop-Breklenkamp,Basic School,49.4,59.2,95.4,95.6
Samenlevingsschool De Stapsteen,Oldenoert 23 I,/basisscholen/leek/6701/samenlevingsschool-de-stapsteen/,Samenwerking Basisonderwijs175,175.0,Leek,Basic School,55.0,57.9,91.3,95.3
cbs Van Panhuys,de Knip 1 C,/basisscholen/leek/6702/cbs-van-panhuys/,Prot. christelijk,286.0,Leek,Basic School,20.8,12.5,4.2,12.5
OBS De Hasselbraam,tijdelijk: Waezenburglaan 51,/basisscholen/leek/25093/obs-de-hasselbraam/,Openbaar Basisonderwijs164,164.0,Leek,Basic School,66.0,62.0,98.7,96.4
obs De Nijenoert,Nijenoertweg 38 B,/basisscholen/leek/25094/obs-de-nijenoert/,Openbaar Basisonderwijs276,276.0,Leek,Basic School,63.5,55.3,97.1,94.4
De Springplank - Daltonschool met de Bijbel,Oldenoert 55,/basisscholen/leek/22709/de-springplank-daltonschool-met-de-bijbel/,Prot. christelijk,187.0,Leek,Basic School,65.7,60.8,97.7,96.0
Rooms Katholieke Basisschool De Triangel,Kerkstraat 2,/basisscholen/leende/8925/rooms-katholieke-basisschool-de-triangel/,Katholiek Basisonderwijs248,248.0,Leende,Basic School,58.5,64.7,91.5,96.7
Basisschool Sint Jan,Sint Jan Baptistastraat 1,/basisscholen/leende/5049/basisschool-sint-jan/,Katholiek Basisonderwijs109,109.0,Leende,Basic School,57.9,64.7,90.5,96.7
SWS De Leenstertil,R. Ritzemastraat 2a,/basisscholen/leens/5955/sws-de-leenstertil/,Samenwerking Basisonderwijs118,118.0,Leens,Basic School,56.9,55.6,94.4,94.4
Basisschool De Handpalm - school met de Bijbel,Prins Bernhardstraat 3,/basisscholen/leens/25467/basisschool-de-handpalm-school-met-de-bijbel/,Prot. christelijk,63.0,Leens,Basic School,51.9,58.3,98.1,95.4
Eben-Haezerschool,Leerbroekseweg 7,/basisscholen/leerbroek/26371/eben-haezerschool/,Prot. christelijk,180.0,Leerbroek,Basic School,65.7,55.8,98.1,94.7
El Boukhari,Populierstraat 2,/basisscholen/leerdam/5022/el-boukhari/,Confessioneel overig,232.0,Leerdam,Basic School,37.6,45.8,93.0,91.0
Johannes Calvijnschool,Buizerdstraat 1,/basisscholen/leerdam/8922/johannes-calvijnschool/,Prot. christelijk,323.0,Leerdam,Basic School,63.4,58.3,99.3,95.4
Basisschool Floris Radewijnsz,Drossaardslaan 64,/basisscholen/leerdam/9706/basisschool-floris-radewijnsz/,Katholiek Basisonderwijs107,107.0,Leerdam,Basic School,60.1,58.3,98.2,95.4
CBS Koningin Wilhelmina,Drossaardslaan 70,/basisscholen/leerdam/6139/cbs-koningin-wilhelmina/,Prot. christelijk,203.0,Leerdam,Basic School,65.1,58.8,96.9,95.4
Christelijke Basisschool Klim Op,Patrimoniumstraat 102,/basisscholen/leerdam/10068/christelijke-basisschool-klim-op/,Prot. christelijk,163.0,Leerdam,Basic School,44.4,52.4,87.9,93.6
Christelijke Basisschool Juliana,Koningin Emmalaan 45,/basisscholen/leerdam/6140/christelijke-basisschool-juliana/,Prot. christelijk,188.0,Leerdam,Basic School,61.0,61.1,95.7,96.0
Kindcentrum Het Kristal/Jenaplanschool De Wilgenhoek,Tiendweg 11A,/basisscholen/leerdam/10812/kindcentrum-het-kristal-jenaplanschool-de-wilgenhoek/,Algemeen bijzonder,206.0,Leerdam,Basic School,56.9,61.1,92.3,96.0
OBS De Sterrenkijker - Leerdam,Drossaardslaan 72,/basisscholen/leerdam/6929/obs-de-sterrenkijker-leerdam/,Openbaar Basisonderwijs101,101.0,Leerdam,Basic School,36.8,48.5,91.5,92.0
Basisschool De Hobbitstee,Prinses Irenelaan 2 A,/basisscholen/leerdam/6932/basisschool-de-hobbitstee/,Openbaar Basisonderwijs212,212.0,Leerdam,Basic School,57.4,58.8,95.6,95.4
Basisschool Het Mozaiek,Tiendweg 90,/basisscholen/leerdam/6933/basisschool-het-mozaiek/,Openbaar Basisonderwijs116,116.0,Leerdam,Basic School,32.6,43.4,89.9,89.6
WereldKidz Meander,Dreef 88,/basisscholen/leersum/6413/wereldkidz-meander/,Openbaar Basisonderwijs103,103.0,Leersum,Basic School,47.7,61.9,94.7,96.3
WereldKidz de Hoogstraat,Hoogstraat 10,/basisscholen/leersum/21811/wereldkidz-de-hoogstraat/,Openbaar Basisonderwijs140,140.0,Leersum,Basic School,,,,
Protestants Christelijke Basisschool De Schakel,Wethouder De Langelaan 1,/basisscholen/leersum/24330/protestants-christelijke-basisschool-de-schakel/,Prot. christelijk,178.0,Leersum,Basic School,51.8,59.2,88.7,95.6
Christelijke Basisschool De Hoeksteen,Burg van den Boschlaan 22,/basisscholen/leersum/24366/christelijke-basisschool-de-hoeksteen/,Prot. christelijk,180.0,Leersum,Basic School,64.4,66.8,96.8,97.0
Leeuwarder Schoolvereniging,Jelsumerstraat 10,/basisscholen/leeuwarden/9009/leeuwarder-schoolvereniging/,Algemeen bijzonder,259.0,Leeuwarden,Basic School,71.2,66.8,98.1,97.0
Christelijke School voor Speciaal Basisonderwijs Aquamarijn,Brandemeer 35,/basisscholen/leeuwarden/9235/christelijke-school-voor-speciaal-basisonderwijs-aquamarijn/,Prot. christelijk,237.0,Leeuwarden,Basic School,3.8,1.9,1.9,50.0
IKC de Sprong,Idzerdastins 63,/basisscholen/leeuwarden/9569/ikc-de-sprong/,Katholiek Basisonderwijs399,399.0,Leeuwarden,Basic School,46.9,61.1,92.7,96.0
IKC Teresa,Wergeasterdyk 58,/basisscholen/leeuwarden/21579/ikc-teresa/,Katholiek Basisonderwijs180,180.0,Leeuwarden,Basic School,49.6,66.8,91.7,97.0
IKC Sint Paulus,Julianalaan 40,/basisscholen/leeuwarden/9571/ikc-sint-paulus/,Katholiek Basisonderwijs199,199.0,Leeuwarden,Basic School,53.8,59.2,95.4,95.6
Basisschool Sint Thomas (IKC Sint Thomas),Averkampstraat 10,/basisscholen/leeuwarden/5699/basisschool-sint-thomas-ikc-sint-thomas/,Katholiek Basisonderwijs358,358.0,Leeuwarden,Basic School,65.4,62.0,96.5,96.4
IKC Franciscus,Johan de Walestraat 1,/basisscholen/leeuwarden/23826/ikc-franciscus/,Katholiek Basisonderwijs259,259.0,Leeuwarden,Basic School,51.2,49.0,97.1,92.6
Caleidoscoop,Wilaarderburen 2,/basisscholen/leeuwarden/6207/caleidoscoop/,Algemeen bijzonder,140.0,Leeuwarden,Basic School,70.9,7.5,41.7,55.6
IKC Johan Willem Friso,Carel Fabritiusstraat 21,/basisscholen/leeuwarden/6223/ikc-johan-willem-friso/,Prot. christelijk,273.0,Leeuwarden,Basic School,58.4,62.0,96.4,96.4
Klaverblad HB,Pikemar 17,/basisscholen/leeuwarden/25323/klaverblad-hb/,Prot. christelijk,129.0,Leeuwarden,Basic School,60.8,68.2,98.9,97.2
IKC Willem Alexander,Keizerskroon 86 A,/basisscholen/leeuwarden/6224/ikc-willem-alexander/,Prot. christelijk,258.0,Leeuwarden,Basic School,62.6,58.4,95.6,95.4
IKC Alexia,Idzerdastins 61,/basisscholen/leeuwarden/6225/ikc-alexia/,Prot. christelijk,243.0,Leeuwarden,Basic School,56.8,61.1,96.7,96.0
IKC Prins Constantijn,Willem Sprengerstraat 77,/basisscholen/leeuwarden/6226/ikc-prins-constantijn/,Prot. christelijk,168.0,Leeuwarden,Basic School,53.8,49.0,94.2,92.6
IKC Prins Maurits,Brandemeer 1,/basisscholen/leeuwarden/6227/ikc-prins-maurits/,Prot. christelijk,197.0,Leeuwarden,Basic School,47.4,46.0,89.5,91.1
Albertine Agnesschool,Telemannstraat 13,/basisscholen/leeuwarden/6228/albertine-agnesschool/,Prot. christelijk,198.0,Leeuwarden,Basic School,70.1,61.1,99.4,96.0
IKC Maria Louise,Transvaalstraat 75,/basisscholen/leeuwarden/21745/ikc-maria-louise/,Prot. christelijk,375.0,Leeuwarden,Basic School,3.9,35.3,2.0,7.8
Koningin Beatrixschool,Pieter Feddesstraat 2,/basisscholen/leeuwarden/6230/koningin-beatrixschool/,Prot. christelijk,190.0,Leeuwarden,Basic School,56.4,52.4,98.7,93.6
IKC Maxima,Glinswei 4,/basisscholen/leeuwarden/6231/ikc-maxima/,Prot. christelijk,338.0,Leeuwarden,Basic School,68.4,66.8,96.9,97.0
Openbare Jenaplan Basisschool Oldenije,Sint Anthonystraat 5,/basisscholen/leeuwarden/11180/openbare-jenaplan-basisschool-oldenije/,Openbaar Basisonderwijs197,197.0,Leeuwarden,Basic School,65.4,64.7,97.0,96.7
Talentencampus Eigen Wijs Regulier,Verdistraat 2,/basisscholen/leeuwarden/11181/talentencampus-eigen-wijs-regulier/,Openbaar Basisonderwijs120,120.0,Leeuwarden,Basic School,58.3,55.3,94.2,94.4
IKC de Weide,Raaigras 28,/basisscholen/leeuwarden/11182/ikc-de-weide/,Openbaar Basisonderwijs190,190.0,Leeuwarden,Basic School,69.1,55.3,97.5,94.4
IKC Aventurijn,Tjerk Hiddesstraat 5 -1,/basisscholen/leeuwarden/11184/ikc-aventurijn/,Openbaar Basisonderwijs71,71.0,Leeuwarden,Basic School,73.8,48.4,97.6,91.9
IKC Plataan,Plataanstraat 2,/basisscholen/leeuwarden/25760/ikc-plataan/,Overige Basisonderwijs147,147.0,Leeuwarden,Basic School,52.8,48.5,93.6,92.0
Openbare Basisschool Potmarge,Achter de Hoven 304,/basisscholen/leeuwarden/26080/openbare-basisschool-potmarge/,Openbaar Basisonderwijs42,42.0,Leeuwarden,Basic School,64.8,10.5,10.0,60.0
IKC Het Palet,Floris Versterstraat 2 B,/basisscholen/leeuwarden/7335/ikc-het-palet/,Openbaar Basisonderwijs128,128.0,Leeuwarden,Basic School,52.0,52.4,90.9,93.6
IKC Eestroom,Droppingsstraat 2,/basisscholen/leeuwarden/7336/ikc-eestroom/,Openbaar Basisonderwijs77,77.0,Leeuwarden,Basic School,8.3,8.3,8.3,25.0
IKC Montessori Leeuwarden,Droppingsstraat 4,/basisscholen/leeuwarden/22080/ikc-montessori-leeuwarden/,Openbaar Basisonderwijs108,108.0,Leeuwarden,Basic School,35.8,48.9,78.0,92.7
Taalschool,Droppingstraat 2,/basisscholen/leeuwarden/26849/taalschool/,Openbaar Basisonderwijs74,74.0,Leeuwarden,Basic School,,,,
Openbaar IKC De Vosseburcht,Coornhertstraat 8,/basisscholen/leeuwarden/7337/openbaar-ikc-de-vosseburcht/,Openbaar Basisonderwijs189,189.0,Leeuwarden,Basic School,70.9,63.3,96.1,96.3
IKC De Wielen,Galamastins 2,/basisscholen/leeuwarden/7338/ikc-de-wielen/,Openbaar Basisonderwijs193,193.0,Leeuwarden,Basic School,74.7,61.1,99.5,96.0
IKC Trianova,Kingmastate 1,/basisscholen/leeuwarden/22081/ikc-trianova/,Openbaar Basisonderwijs213,213.0,Leeuwarden,Basic School,55.2,52.4,96.5,93.6
Talentencampus Eigen Wijs SBO,Verdistraat 2,/basisscholen/leeuwarden/7340/talentencampus-eigen-wijs-sbo/,Openbaar Speciaal,123.0,Leeuwarden,Basic School,9.3,39.3,76.9,11.5
De Wynwizer,Pikemar 17,/basisscholen/leeuwarden/7341/de-wynwizer/,Openbaar Basisonderwijs272,272.0,Leeuwarden,Basic School,70.1,66.8,97.2,97.0
Kindcentrum de Pionier,Molkenkelder 4 a,/basisscholen/leeuwarden/24668/kindcentrum-de-pionier/,Openbaar Basisonderwijs339,339.0,Leeuwarden,Basic School,58.3,64.7,95.4,96.7
Basisschool De Princenhof - school met de Bijbel,Prinsessenweg 2,/basisscholen/leeuwarden/22694/basisschool-de-princenhof-school-met-de-bijbel/,Prot. christelijk,149.0,Leeuwarden,Basic School,65.8,64.7,98.2,96.7
Openbaar ZML-School Leeuwarden-Franeker It Twaluk,Haydnstraat 2,/basisscholen/leeuwarden/23227/openbaar-zml-school-leeuwarden-franeker-it-twaluk/,Openbaar Speciaal,93.0,Leeuwarden,Basic School,,,,
Michaelschool Leeuwarden,Hercules Seghersstraat 3,/basisscholen/leeuwarden/8392/michaelschool-leeuwarden/,Algemeen bijzonder,199.0,Leeuwarden,Basic School,66.1,66.8,97.9,97.0
Haanstra Basisschool,Rapenburg 129 -131,/basisscholen/leiden/5136/haanstra-basisschool/,Algemeen bijzonder,237.0,Leiden,Basic School,77.4,77.6,99.2,98.8
Islamitische Basisschool Er Riseleh,Stadhouderslaan 1 B,/basisscholen/leiden/26283/islamitische-basisschool-er-riseleh/,Confessioneel overig,146.0,Leiden,Basic School,57.3,47.6,95.8,91.7
SBO De Vlieger,Boerhaavelaan 298,/basisscholen/leiden/22554/sbo-de-vlieger/,Algemeen bijzonder,254.0,Leiden,Basic School,64.8,10.5,13.3,83.3
Auris De Weerklank,Robijnstraat 100,/basisscholen/leiden/23838/auris-de-weerklank/,Prot. christelijk,124.0,Leiden,Basic School,,,,
Vrije School Mareland,Maresingel 19,/basisscholen/leiden/6055/vrije-school-mareland/,Algemeen bijzonder,356.0,Leiden,Basic School,81.1,70.3,98.1,97.6
Korte Vlietsch voor ZMLK,Schubertlaan 131,/basisscholen/leiden/11109/korte-vlietsch-voor-zmlk/,Algemeen bijzonder,102.0,Leiden,Basic School,,,,
Mytylschool De Thermiek,Blauwe Vogelweg 1,/basisscholen/leiden/11110/mytylschool-de-thermiek/,Algemeen bijzonder,180.0,Leiden,Basic School,70.9,7.5,16.7,79.2
De Morskring,Damlaan 1,/basisscholen/leiden/7506/de-morskring/,Openbaar Basisonderwijs399,399.0,Leiden,Basic School,64.2,64.7,97.1,96.7
Montessorischool Apollo,Strausspad 3,/basisscholen/leiden/7507/montessorischool-apollo/,Openbaar Basisonderwijs125,125.0,Leiden,Basic School,5.0,25.0,5.0,35.0
Leimundo,Hoflaan 80,/basisscholen/leiden/7508/leimundo/,Openbaar Basisonderwijs260,260.0,Leiden,Basic School,62.7,48.9,100.0,92.7
Openbare Basisschool De Arcade,Octavialaan 61,/basisscholen/leiden/22116/openbare-basisschool-de-arcade/,Openbaar Basisonderwijs100,100.0,Leiden,Basic School,60.7,63.6,97.8,96.4
OBS Lucas van Leyden,Vliet 20,/basisscholen/leiden/7509/obs-lucas-van-leyden/,Openbaar Basisonderwijs436,436.0,Leiden,Basic School,72.3,64.7,99.3,96.7
De Pionier,Houtmarkt 36,/basisscholen/leiden/26102/de-pionier/,Openbaar Basisonderwijs187,187.0,Leiden,Basic School,78.8,64.7,100.0,96.7
Brede School Merenwijk,Valkenpad 1,/basisscholen/leiden/7510/brede-school-merenwijk/,Openbaar Basisonderwijs126,126.0,Leiden,Basic School,52.4,44.6,89.7,90.8
OBS De Meerpaal,Broekplein 5,/basisscholen/leiden/11320/obs-de-meerpaal/,Openbaar Basisonderwijs108,108.0,Leiden,Basic School,57.1,59.2,98.6,95.6
De Dukdalf,Regenboogpad 7,/basisscholen/leiden/11321/de-dukdalf/,Openbaar Basisonderwijs377,377.0,Leiden,Basic School,62.1,64.7,96.7,96.7
De Viersprong,Bonaireplein 8,/basisscholen/leiden/7511/de-viersprong/,Openbaar Basisonderwijs211,211.0,Leiden,Basic School,42.9,46.0,92.9,91.1
De Stevenshof,Antoinette Kleynstraat 4,/basisscholen/leiden/7512/de-stevenshof/,Openbaar Basisonderwijs290,290.0,Leiden,Basic School,57.9,59.2,95.4,95.6
Lorentzschool,Van Vollenhovenkade 17,/basisscholen/leiden/7513/lorentzschool/,Openbaar Basisonderwijs744,744.0,Leiden,Basic School,77.5,68.2,98.2,97.2
De Brug,Wassenaarseweg 499,/basisscholen/leiden/7514/de-brug/,Openbaar Speciaal,118.0,Leiden,Basic School,,,,
Woutertje Pieterse,Houtlaan 60,/basisscholen/leiden/7515/woutertje-pieterse/,Openbaar Basisonderwijs393,393.0,Leiden,Basic School,77.4,77.6,98.4,98.8
Anne Frank,Zuster Meijboomstraat 2,/basisscholen/leiden/7516/anne-frank/,Openbaar Basisonderwijs242,242.0,Leiden,Basic School,58.1,62.0,95.9,96.4
