name,address,link,details,n_students,neighborhood,type
"Prins Willem Alexanderschool, locatie Beekenstein",Frederik van Blankenheymstraat 61,/basisscholen/amersfoort/4928/prins-willem-alexanderschool-locatie-beekenstein/,Prot. christelijk,212.0,Amersfoort,Basic School
Prins Willem Alexanderschool (locatie Randenbroek),Weberstraat 5,/basisscholen/amersfoort/21420/prins-willem-alexanderschool-locatie-randenbroek/,Prot. christelijk,86.0,Amersfoort,Basic School
P.C. basisschool 't Anker,Dollardstraat 123,/basisscholen/amersfoort/8847/pc-basisschool-t-anker/,Prot. christelijk,222.0,Amersfoort,Basic School
P.C. basisschool De Windroos,Wiekslag 102,/basisscholen/amersfoort/4929/pc-basisschool-de-windroos/,Prot. christelijk,215.0,Amersfoort,Basic School
P.C. basisschool De Bolster,Van Effenlaan 10,/basisscholen/amersfoort/4930/pc-basisschool-de-bolster/,Prot. christelijk,438.0,Amersfoort,Basic School
P.C. School voor Speciaal basisonderwijs Koningin Wilhelmina,Raadhoven 2 - 3,/basisscholen/amersfoort/4931/pc-school-voor-speciaal-basisonderwijs-koningin-wilhelmina/,Prot. christelijk,69.0,Amersfoort,Basic School
P.C. basisschool De Zonnewijzer,Trombonestraat 62,/basisscholen/amersfoort/4932/pc-basisschool-de-zonnewijzer/,Prot. christelijk,209.0,Amersfoort,Basic School
P.C. basisschool Gabrie Mehenschool,Dopheide 34,/basisscholen/amersfoort/4933/pc-basisschool-gabrie-mehenschool/,Prot. christelijk,161.0,Amersfoort,Basic School
PCBO De Wonderboom,Waterkers 1,/basisscholen/amersfoort/8850/pcbo-de-wonderboom/,Prot. christelijk,379.0,Amersfoort,Basic School
P.C. basisschool De Vuurvogel,Zwartsluiskade 2,/basisscholen/amersfoort/8851/pc-basisschool-de-vuurvogel/,Prot. christelijk,500.0,Amersfoort,Basic School
P.C. basisschool Kon-Tiki,Oceaan 6,/basisscholen/amersfoort/4934/pc-basisschool-kon-tiki/,Prot. christelijk,420.0,Amersfoort,Basic School
Basisschool Bilal,Fahrenheitstraat 50,/basisscholen/amersfoort/8906/basisschool-bilal/,Confessioneel overig,357.0,Amersfoort,Basic School
Gereformeerde Basisschool De Regenboog,Reinaartpad 1,/basisscholen/amersfoort/24595/gereformeerde-basisschool-de-regenboog/,Prot. christelijk,314.0,Amersfoort,Basic School
Evangelische Basisschool De Parel,Zuiderkruis 4,/basisscholen/amersfoort/24596/evangelische-basisschool-de-parel/,Prot. christelijk,121.0,Amersfoort,Basic School
Gereformeerde Basisschool Het Zwaluwnest,Darthuizerberg 133,/basisscholen/amersfoort/24640/gereformeerde-basisschool-het-zwaluwnest/,Prot. christelijk,369.0,Amersfoort,Basic School
Christelijk Speciaal Basisonderwijs De Werf,James Cookstraat 10,/basisscholen/amersfoort/24779/christelijk-speciaal-basisonderwijs-de-werf/,Prot. christelijk,87.0,Amersfoort,Basic School
Montessori Basisschool Pallas Athene,Heinsiuslaan 1,/basisscholen/amersfoort/9786/montessori-basisschool-pallas-athene/,Algemeen bijzonder,297.0,Amersfoort,Basic School
Auris Professor Groenschool,Hooglandseweg-Noord 140,/basisscholen/amersfoort/9907/auris-professor-groenschool/,Algemeen bijzonder,222.0,Amersfoort,Basic School
Basisschool De Kromme Draai,Den Hoeff 49,/basisscholen/ammerstol/6168/basisschool-de-kromme-draai/,Openbaar Basisonderwijs123,123.0,Ammerstol,Basic School
RK Basissch De Schakel,'t Bussche Kempke 2,/basisscholen/ammerzoden/9675/rk-basissch-de-schakel/,Katholiek Basisonderwijs250,250.0,Ammerzoden,Basic School
Brede School Omnibus,Pandora 8,/basisscholen/amstelveen/5189/brede-school-omnibus/,Katholiek Basisonderwijs98,98.0,Amstelveen,Basic School
Wereldschool Amstelveen Nieuwkomersonderwijs,Amsterdamseweg 209,/basisscholen/amstelveen/26506/wereldschool-amstelveen-nieuwkomersonderwijs/,Algemeen bijzonder,86.0,Amstelveen,Basic School
Amstelland International school,Asserring 93,/basisscholen/amstelveen/26507/amstelland-international-school/,Samenwerking Basisonderwijs153,153.0,Amstelveen,Basic School
Roelof Venema School,Laan Rozenburg 17,/basisscholen/amstelveen/9080/roelof-venema-school/,Prot. christelijk,619.0,Amstelveen,Basic School
De Horizon,Landtong 8,/basisscholen/amstelveen/9081/de-horizon/,Katholiek Basisonderwijs222,222.0,Amstelveen,Basic School
De Cirkel,Orion 7,/basisscholen/amstelveen/9082/de-cirkel/,Katholiek Basisonderwijs416,416.0,Amstelveen,Basic School
Het Palet-Zuid,Benderslaan 2,/basisscholen/amstelveen/5192/het-palet-zuid/,Prot. christelijk,212.0,Amstelveen,Basic School
Willem-Alexanderschool,Orion 15 -17,/basisscholen/amstelveen/9083/willem-alexanderschool/,Prot. christelijk,439.0,Amstelveen,Basic School
Katholieke basisschool De Triangel,Zeelandiahoeve 5 -7,/basisscholen/amstelveen/9084/katholieke-basisschool-de-triangel/,Katholiek Basisonderwijs739,739.0,Amstelveen,Basic School
Karel EykmanSchool,Jane Addamslaan 13,/basisscholen/amstelveen/9085/karel-eykmanschool/,Prot. christelijk,566.0,Amstelveen,Basic School
Brede School Rembrandt,Mr. P.J.M. Aalberselaan 2,/basisscholen/amstelveen/23861/brede-school-rembrandt/,Prot. christelijk,440.0,Amstelveen,Basic School
Reformatorische Basisschool De Akker,Kringloop 471 -473,/basisscholen/amstelveen/6568/reformatorische-basisschool-de-akker/,Prot. christelijk,96.0,Amstelveen,Basic School
De Bloeiwijzer,Den Bloeyenden Wijngaerdt 2,/basisscholen/amstelveen/10676/de-bloeiwijzer/,Openbaar Speciaal,224.0,Amstelveen,Basic School
Openbare Basisschool Michiel de Ruyter,Laan Rozenburg 6,/basisscholen/amstelveen/6783/openbare-basisschool-michiel-de-ruyter/,Openbaar Basisonderwijs431,431.0,Amstelveen,Basic School
Openbare Basisschool Piet Hein,Dr. Schaepmanlaan 2,/basisscholen/amstelveen/10677/openbare-basisschool-piet-hein/,Openbaar Basisonderwijs640,640.0,Amstelveen,Basic School
Montessori Kindcentrum Mio Mondo ( voorheen 1e Amstelveense Montessorischool),Burgemeester Haspelslaan 137,/basisscholen/amstelveen/10678/montessori-kindcentrum-mio-mondo-voorheen-1e-amstelveense-montessorischool/,Openbaar Basisonderwijs348,348.0,Amstelveen,Basic School
"Kindercampus King, obs",Oostelijk Halfrond 441,/basisscholen/amstelveen/6784/kindercampus-king-obs/,Openbaar Basisonderwijs294,294.0,Amstelveen,Basic School
Montessorischool De Linde,Lindenlaan 334,/basisscholen/amstelveen/10680/montessorischool-de-linde/,Openbaar Basisonderwijs214,214.0,Amstelveen,Basic School
OBS de Pioniers,Orion 11,/basisscholen/amstelveen/6785/obs-de-pioniers/,Openbaar Basisonderwijs253,253.0,Amstelveen,Basic School
Basisschool De Zwaluw,Pastoor van Zantenlaan 10,/basisscholen/amstelveen/21926/basisschool-de-zwaluw/,Openbaar Basisonderwijs100,100.0,Amstelveen,Basic School
Basisschool De Verrekijker,De Gyselaar 80,/basisscholen/amstenrade/10416/basisschool-de-verrekijker/,Katholiek Basisonderwijs246,246.0,Amstenrade,Basic School
ASVO,Frederiksplein 37,/basisscholen/amsterdam/8669/asvo/,Algemeen bijzonder,304.0,Amsterdam,Basic School
Basisschool Rosj Pina,Nieuw Herlaer 18 -20,/basisscholen/amsterdam/8670/basisschool-rosj-pina/,Confessioneel overig,278.0,Amsterdam,Basic School
Alexander Roozendaalschool,Jan Tooropstraat 13,/basisscholen/amsterdam/23853/alexander-roozendaalschool/,Openbaar Speciaal,264.0,Amsterdam,Basic School
Professor H. Burgerschool,Jan Sluijtersstraat 5,/basisscholen/amsterdam/23894/professor-h-burgerschool/,Openbaar Speciaal,60.0,Amsterdam,Basic School
Schoolvereniging Willemspark,Willem Witsenstraat 12,/basisscholen/amsterdam/8691/schoolvereniging-willemspark/,Algemeen bijzonder,233.0,Amsterdam,Basic School
Barbaraschool,Eikenplein 3,/basisscholen/amsterdam/8799/barbaraschool/,Confessioneel overig,102.0,Amsterdam,Basic School
Basisschool 't Koggeschip,Abraham Kuyperplein 2,/basisscholen/amsterdam/8800/basisschool-t-koggeschip/,Katholiek Basisonderwijs498,498.0,Amsterdam,Basic School
Brede School Fiep Westendorp,Overschiestraat 168 B,/basisscholen/amsterdam/8801/brede-school-fiep-westendorp/,Katholiek Basisonderwijs386,386.0,Amsterdam,Basic School
KC De Leertuin,Generaal Vetterstraat 27A,/basisscholen/amsterdam/4885/kc-de-leertuin/,Katholiek Basisonderwijs119,119.0,Amsterdam,Basic School
Katholieke basisschool Sint Henricus,Louis Naarstigstraat 1,/basisscholen/amsterdam/8802/katholieke-basisschool-sint-henricus/,Katholiek Basisonderwijs200,200.0,Amsterdam,Basic School
Brede School de Springplank,Robert Scottstraat 28-34,/basisscholen/amsterdam/8804/brede-school-de-springplank/,Katholiek Basisonderwijs142,142.0,Amsterdam,Basic School
Eerste Openluchtschool voor het Gezonde Kind,Cliostraat 40,/basisscholen/amsterdam/8824/eerste-openluchtschool-voor-het-gezonde-kind/,Algemeen bijzonder,234.0,Amsterdam,Basic School
Tweede Openluchtschool voor het Gezonde Kind,Fred. Roeskestraat 76,/basisscholen/amsterdam/4902/tweede-openluchtschool-voor-het-gezonde-kind/,Algemeen bijzonder,221.0,Amsterdam,Basic School
Buitenveldertse Montessorischool,Sandenburch 1,/basisscholen/amsterdam/8867/buitenveldertse-montessorischool/,Algemeen bijzonder,194.0,Amsterdam,Basic School
Shri Laksmi School,Janusz Korczakstraat 73,/basisscholen/amsterdam/8877/shri-laksmi-school/,Confessioneel overig,308.0,Amsterdam,Basic School
Islamitische basisschool Al Maes (de Diamant),Jan van Riebeekstraat 11 -13,/basisscholen/amsterdam/8897/islamitische-basisschool-al-maes-de-diamant/,Confessioneel overig,522.0,Amsterdam,Basic School
Islamitische Basisschool Al Yaqoet (de Robijn),Wildrijkstraat 2,/basisscholen/amsterdam/22811/islamitische-basisschool-al-yaqoet-de-robijn/,Confessioneel overig,276.0,Amsterdam,Basic School
Islamitische Basisschool Al Jawhara (de Parel),Sumatraplantsoen 15,/basisscholen/amsterdam/22813/islamitische-basisschool-al-jawhara-de-parel/,Confessioneel overig,347.0,Amsterdam,Basic School
Crescendo,Kortvoort 61 C,/basisscholen/amsterdam/5205/crescendo/,Prot. christelijk,181.0,Amsterdam,Basic School
El-Amien Islamitische Basisschool,Saaftingestraat 312,/basisscholen/amsterdam/5225/el-amien-islamitische-basisschool/,Confessioneel overig,407.0,Amsterdam,Basic School
Chr Basissch De Zaaier,Burgemeester Baxlaan 3,/basisscholen/andel/23880/chr-basissch-de-zaaier/,Prot. christelijk,195.0,Andel,Basic School
Ds Gisbertus Voetiusschool,Albert Schweitzerlaan 6,/basisscholen/andel/7300/ds-gisbertus-voetiusschool/,Prot. christelijk,206.0,Andel,Basic School
Openbare Basisschool De Piramide,Flamingolaan 35,/basisscholen/andijk/8227/openbare-basisschool-de-piramide/,Openbaar Basisonderwijs119,119.0,Andijk,Basic School
Katholieke Basisschool De Bangert,Hooijschuurstraat 2,/basisscholen/andijk/23466/katholieke-basisschool-de-bangert/,Katholiek Basisonderwijs117,117.0,Andijk,Basic School
Idenburgschool,Dijkweg 30,/basisscholen/andijk/8440/idenburgschool/,Prot. christelijk,89.0,Andijk,Basic School
PCB Dr. A. Kuyperschool,Buttervin 1,/basisscholen/andijk/8441/pcb-dr-a-kuyperschool/,Prot. christelijk,214.0,Andijk,Basic School
KC de Spreng-El,De Steeghe 7,/basisscholen/ane/5585/kc-de-spreng-el/,Prot. christelijk,59.0,Ane,Basic School
IKC Marang,Wilhelminastraat 2,/basisscholen/angeren/8100/ikc-marang/,Katholiek Basisonderwijs185,185.0,Angeren,Basic School
Kindcentrum de Trompetter,Prinses Margrietlaan 8,/basisscholen/angerlo/25269/kindcentrum-de-trompetter/,Algemeen bijzonder,165.0,Angerlo,Basic School
Joseph Lokin Basisschool,Hollands End 8,/basisscholen/ankeveen/25290/joseph-lokin-basisschool/,Katholiek Basisonderwijs95,95.0,Ankeveen,Basic School
Basisschool Anloo,Kerkbrink 2,/basisscholen/anloo/7483/basisschool-anloo/,Openbaar Basisonderwijs26,26.0,Anloo,Basic School
IKC De Kroon,De Verwachting 2,/basisscholen/anna-paulowna/10210/ikc-de-kroon/,Openbaar Basisonderwijs311,311.0,Anna Paulowna,Basic School
IKC Spoorbuurt,Nieuweweg 19,/basisscholen/anna-paulowna/7904/ikc-spoorbuurt/,Confessioneel overig,279.0,Anna Paulowna,Basic School
Basisschool De Eshoek,Molenakkers 30,/basisscholen/annen/7485/basisschool-de-eshoek/,Openbaar Basisonderwijs254,254.0,Annen,Basic School
De Roos,Gijsbrechtgaarde 110,/basisscholen/apeldoorn/26643/de-roos/,Confessioneel overig,53.0,Apeldoorn,Basic School
Het Kroonpad,Citroenvlinder 51,/basisscholen/apeldoorn/5327/het-kroonpad/,Katholiek Speciaal,108.0,Apeldoorn,Basic School
Het Hofpark,Mr. van Hasseltlaan 57,/basisscholen/apeldoorn/25043/het-hofpark/,Openbaar Speciaal,110.0,Apeldoorn,Basic School
Gereformeerde Basisschool 't Schrijvertje locatie Groen,Gentiaanstraat 594,/basisscholen/apeldoorn/9462/gereformeerde-basisschool-t-schrijvertje-locatie-groen/,Prot. christelijk,237.0,Apeldoorn,Basic School
OBS De Parkenschool,Kastanjelaan 9,/basisscholen/apeldoorn/10714/obs-de-parkenschool/,Openbaar Basisonderwijs220,220.0,Apeldoorn,Basic School
Openbare Basisschool Spitsbergen,Morinistraat 6,/basisscholen/apeldoorn/6832/openbare-basisschool-spitsbergen/,Openbaar Basisonderwijs106,106.0,Apeldoorn,Basic School
Openbare Basisschool Sprengenpark,Schotweg 95,/basisscholen/apeldoorn/6833/openbare-basisschool-sprengenpark/,Openbaar Basisonderwijs96,96.0,Apeldoorn,Basic School
Openbare Basisschool Berg en Bos,Soerenseweg 105,/basisscholen/apeldoorn/6834/openbare-basisschool-berg-en-bos/,Openbaar Basisonderwijs227,227.0,Apeldoorn,Basic School
Sterrenschool Apeldoorn,Buys Ballotstraat 62,/basisscholen/apeldoorn/6835/sterrenschool-apeldoorn/,Openbaar Basisonderwijs145,145.0,Apeldoorn,Basic School
Dalton Sterrenschool De Vliegenier,Laan van de Charleston 75,/basisscholen/apeldoorn/10715/dalton-sterrenschool-de-vliegenier/,Openbaar Basisonderwijs252,252.0,Apeldoorn,Basic School
Openbare Basisschool Het Web,Descartesstraat 10,/basisscholen/apeldoorn/10716/openbare-basisschool-het-web/,Openbaar Basisonderwijs110,110.0,Apeldoorn,Basic School
Openbare Basisschool De Mheen,Tormentilstraat 71,/basisscholen/apeldoorn/6837/openbare-basisschool-de-mheen/,Openbaar Basisonderwijs249,249.0,Apeldoorn,Basic School
Openbare Basisschool Rietendak,Zilverweg 29,/basisscholen/apeldoorn/10717/openbare-basisschool-rietendak/,Openbaar Basisonderwijs119,119.0,Apeldoorn,Basic School
Openbare Basisschool De Eendracht,Beeklustweg 41,/basisscholen/apeldoorn/10718/openbare-basisschool-de-eendracht/,Openbaar Basisonderwijs231,231.0,Apeldoorn,Basic School
Openbare Basisschool Meester Lugtmeijer,1e Wormenseweg 158,/basisscholen/apeldoorn/6839/openbare-basisschool-meester-lugtmeijer/,Openbaar Basisonderwijs101,101.0,Apeldoorn,Basic School
Openbare Basisschool De Kosmos,Voldersdreef 301,/basisscholen/apeldoorn/6840/openbare-basisschool-de-kosmos/,Openbaar Basisonderwijs119,119.0,Apeldoorn,Basic School
Openbare Daltonschool De Horst,Glazeniershorst 402,/basisscholen/apeldoorn/6841/openbare-daltonschool-de-horst/,Openbaar Basisonderwijs132,132.0,Apeldoorn,Basic School
Openbare Basisschool De Bongerd,Muntersdonk 13,/basisscholen/apeldoorn/6842/openbare-basisschool-de-bongerd/,Openbaar Basisonderwijs123,123.0,Apeldoorn,Basic School
Openbare Basisschool De Marke,Holtrichtersveld 1,/basisscholen/apeldoorn/6844/openbare-basisschool-de-marke/,Openbaar Basisonderwijs136,136.0,Apeldoorn,Basic School
Openbare Basisschool Heuvellaan,Burglaan 44,/basisscholen/apeldoorn/10724/openbare-basisschool-heuvellaan/,Openbaar Basisonderwijs347,347.0,Apeldoorn,Basic School
Christelijke Basisschool De Mandebrink,Steegde 29,/basisscholen/appelscha/9886/christelijke-basisschool-de-mandebrink/,Prot. christelijk,131.0,Appelscha,Basic School
Openbare Basisschool de Riemsloot,Alle Wijtzesweg 53 A,/basisscholen/appelscha/10769/openbare-basisschool-de-riemsloot/,Openbaar Basisonderwijs192,192.0,Appelscha,Basic School
Gravin van Rechterenschool,Gentenhof 10,/basisscholen/appeltern/6325/gravin-van-rechterenschool/,Prot. christelijk,54.0,Appeltern,Basic School
Prof W J Bladergroenschool Appingedam,Olingermeeden 3,/basisscholen/appingedam/6209/prof-w-j-bladergroenschool-appingedam/,Algemeen bijzonder,70.0,Appingedam,Basic School
SBO De Delta,Olingermeeden 3,/basisscholen/appingedam/22868/sbo-de-delta/,Algemeen bijzonder,74.0,Appingedam,Basic School
Christelijke Basisschool De Citer,Olingermeeden 8,/basisscholen/appingedam/6621/christelijke-basisschool-de-citer/,Prot. christelijk,181.0,Appingedam,Basic School
Christelijke Basisschool de Triangel,Wethouder Olthoflaan 4 B,/basisscholen/appingedam/6623/christelijke-basisschool-de-triangel/,Prot. christelijk,173.0,Appingedam,Basic School
Basisschool Jan Ligthart,Olingermeeden 2,/basisscholen/appingedam/6762/basisschool-jan-ligthart/,Openbaar Basisonderwijs280,280.0,Appingedam,Basic School
Basisschool De Vuurvlinder,Wethouder Olthoflaan 4 a,/basisscholen/appingedam/6764/basisschool-de-vuurvlinder/,Openbaar Basisonderwijs196,196.0,Appingedam,Basic School
Basisschool De Weiert,V Soest-Jansbekenpln 1,/basisscholen/arcen/5750/basisschool-de-weiert/,Katholiek Basisonderwijs149,149.0,Arcen,Basic School
Brede School Lingewaard,Harpstraat 13,/basisscholen/arkel/6925/brede-school-lingewaard/,Openbaar Basisonderwijs243,243.0,Arkel,Basic School
Joos v Larenschool,Clasinastraat 3,/basisscholen/arnemuiden/4945/joos-v-larenschool/,Prot. christelijk,123.0,Arnemuiden,Basic School
Archipelschool 't Vierschip,Oostgat 15,/basisscholen/arnemuiden/22747/archipelschool-t-vierschip/,Openbaar Basisonderwijs119,119.0,Arnemuiden,Basic School
Oleanderhof,Pereboomweie 1,/basisscholen/arnemuiden/23302/oleanderhof/,Prot. christelijk,183.0,Arnemuiden,Basic School
Ibn-i Sina,Kinderkamp 5A,/basisscholen/arnhem/8907/ibn-i-sina/,Confessioneel overig,258.0,Arnhem,Basic School
De Ommezwaai,Bethanienstraat 244,/basisscholen/arnhem/25798/de-ommezwaai/,Algemeen bijzonder,120.0,Arnhem,Basic School
Floriant,Bakenbergseweg 76,/basisscholen/arnhem/25933/floriant/,Prot. christelijk,86.0,Arnhem,Basic School
Lichtenbeek,Wekeromseweg 6,/basisscholen/arnhem/5332/lichtenbeek/,Prot. christelijk,347.0,Arnhem,Basic School
De Horizon,Groningensingel 1183,/basisscholen/arnhem/5475/de-horizon/,Katholiek Speciaal,114.0,Arnhem,Basic School
Basisschool Kunstrijk,Kazerneplein 2,/basisscholen/arnhem/5476/basisschool-kunstrijk/,Katholiek Basisonderwijs167,167.0,Arnhem,Basic School
Christelijke Basisschool De Wijzer,Dalweg 40,/basisscholen/arnhem/5477/christelijke-basisschool-de-wijzer/,Prot. christelijk,229.0,Arnhem,Basic School
Basisschool St Paulus,Valckenierstraat 5,/basisscholen/arnhem/9347/basisschool-st-paulus/,Katholiek Basisonderwijs169,169.0,Arnhem,Basic School
Katholieke Basisschool de Laarhorst,Venlosingel 220,/basisscholen/arnhem/9351/katholieke-basisschool-de-laarhorst/,Katholiek Basisonderwijs151,151.0,Arnhem,Basic School
Katholieke Basisschool de Laarakker,Brabantweg 105,/basisscholen/arnhem/5484/katholieke-basisschool-de-laarakker/,Katholiek Basisonderwijs145,145.0,Arnhem,Basic School
Rooms Katholieke Basisschool De Kringloop,Breezandpad 7,/basisscholen/arnhem/9352/rooms-katholieke-basisschool-de-kringloop/,Katholiek Basisonderwijs259,259.0,Arnhem,Basic School
Rooms Katholieke Basisschool De Ommelander,Slochterenweg 27,/basisscholen/arnhem/9353/rooms-katholieke-basisschool-de-ommelander/,Katholiek Basisonderwijs307,307.0,Arnhem,Basic School
Rooms Katholieke Basisschool Johannes,Eimerssingel-Oost 262,/basisscholen/arnhem/5485/rooms-katholieke-basisschool-johannes/,Katholiek Basisonderwijs106,106.0,Arnhem,Basic School
Margarethaschool,Graslaan 97 B,/basisscholen/arnhem/9354/margarethaschool/,Katholiek Basisonderwijs447,447.0,Arnhem,Basic School
Basisschool Pastoor van Arsschool,Lupinestraat 12,/basisscholen/arnhem/5486/basisschool-pastoor-van-arsschool/,Katholiek Basisonderwijs210,210.0,Arnhem,Basic School
Jozefschool Elden,Rijksweg-West 29,/basisscholen/arnhem/9355/jozefschool-elden/,Katholiek Basisonderwijs197,197.0,Arnhem,Basic School
"De Pythagoras, een Pieter de Jongschool",Pythagorasstraat 3,/basisscholen/arnhem/5487/de-pythagoras-een-pieter-de-jongschool/,Katholiek Basisonderwijs192,192.0,Arnhem,Basic School
"Basisschool De Kempenaer, een Pieter de Jongschool",Mr.J.M. de Kempenaersingel 4c,/basisscholen/arnhem/21552/basisschool-de-kempenaer-een-pieter-de-jongschool/,Katholiek Basisonderwijs174,174.0,Arnhem,Basic School
