name,address,link,type of education,n_students,neighborhood,type
P.C. Hooftcollege VSO,Touwbaan 42,/middelbare-scholen/leiderdorp/5005/pc-hooftcollege-vso/,Algemeen bijzonder,130.0,Leiderdorp,Middle School
Visser 't Hooft Lyceum Leiderdorp,Muzenlaan 155,/middelbare-scholen/leiderdorp/4472/visser-t-hooft-lyceum-leiderdorp/,Overige Voortgezet,412.0,Leiderdorp,Middle School
Veurs Lyceum,Burg Kolfschotenlaan 5,/middelbare-scholen/leidschendam/2075/veurs-lyceum/,Overige Voortgezet,638.0,Leidschendam,Middle School
's Gravendreef College Leidschendam,Fluitpolderplein 9,/middelbare-scholen/leidschendam/24567/s-gravendreef-college-leidschendam/,Confessioneel overig,288.0,Leidschendam,Middle School
Schakenbosch College,bouwlusweg 4,/middelbare-scholen/leidschendam/23000/schakenbosch-college/,Algemeen bijzonder,35.0,Leidschendam,Middle School
"Scholengroep Driestar-Wartburg, locatie Lekkerkerk",Berlagestraat 2,/middelbare-scholen/lekkerkerk/1441/scholengroep-driestar-wartburg-locatie-lekkerkerk/,Prot. christelijk,478.0,Lekkerkerk,Middle School
Gemini College Lekkerkerk,Nic Beetsstraat 401,/middelbare-scholen/lekkerkerk/23757/gemini-college-lekkerkerk/,Openbaar Voortgezet,501.0,Lekkerkerk,Middle School
De Steiger school voor Praktijkonderwijs,Griend 50 1,/middelbare-scholen/lelystad/23163/de-steiger-school-voor-praktijkonderwijs/,Overige Voortgezet,229.0,Lelystad,Middle School
Eduvierschool De Anger,Schoener 11 9,/middelbare-scholen/lelystad/8895/eduvierschool-de-anger/,Algemeen bijzonder,130.0,Lelystad,Middle School
De Stedenschool,Bosvalkweg 1,/middelbare-scholen/lelystad/8896/de-stedenschool/,Algemeen bijzonder,68.0,Lelystad,Middle School
De Rede,Zuigerplasdreef 204,/middelbare-scholen/lelystad/26597/de-rede/,Algemeen bijzonder,121.0,Lelystad,Middle School
Aurum College,Zuigerplasdreef 198,/middelbare-scholen/lelystad/26598/aurum-college/,Algemeen bijzonder,196.0,Lelystad,Middle School
Aeres VMBO Lelystad,Tjalk 25-58,/middelbare-scholen/lelystad/1375/aeres-vmbo-lelystad/,Samenwerking Voortgezet,598.0,Lelystad,Middle School
Porteum College TL,De Campus 9,/middelbare-scholen/lelystad/2514/porteum-college-tl/,Overige Voortgezet,925.0,Lelystad,Middle School
Porteum College BK,De Campus 9,/middelbare-scholen/lelystad/2516/porteum-college-bk/,Overige Voortgezet,865.0,Lelystad,Middle School
Porteum Lyceum,De Campus 9,/middelbare-scholen/lelystad/2518/porteum-lyceum/,Overige Voortgezet,1789.0,Lelystad,Middle School
De Zevenster,De Doelen 1011,/middelbare-scholen/lelystad/7572/de-zevenster/,Openbaar Voortgezet,64.0,Lelystad,Middle School
Zuyderzee Lyceum - locatie Lemmer,Riensingel 2,/middelbare-scholen/lemmer/1788/zuyderzee-lyceum-locatie-lemmer/,Openbaar Voortgezet,321.0,Lemmer,Middle School
Caleido,Lennastraat 14,/middelbare-scholen/lemmer/24177/caleido/,Openbaar Voortgezet,63.0,Lemmer,Middle School
Citadel College locatie Dijkstraat,Dijkstraat 6,/middelbare-scholen/lent/2047/citadel-college-locatie-dijkstraat/,Overige Voortgezet,459.0,Lent,Middle School
Citadel College locatie Griftdijk,Griftdijk Noord 9A,/middelbare-scholen/lent/4386/citadel-college-locatie-griftdijk/,Samenwerking Voortgezet,1098.0,Lent,Middle School
"Meerwegen College, vestiging Taalcentrum Leusden",Storkstraat 8,/middelbare-scholen/leusden/26525/meerwegen-college-vestiging-taalcentrum-leusden/,Overige Voortgezet,134.0,Leusden,Middle School
Marianum,Dr. Ariënsstraat 1 - 3,/middelbare-scholen/lichtenvoorde/909/marianum/,Katholiek Voortgezet,563.0,Lichtenvoorde,Middle School
Het Bariet,dr Ariensstraat 3 a,/middelbare-scholen/lichtenvoorde/9226/het-bariet/,Prot. christelijk,103.0,Lichtenvoorde,Middle School
De Parkschool,Onderste Sittarderweg 4,/middelbare-scholen/limbricht/8520/de-parkschool/,Katholiek Voortgezet,88.0,Limbricht,Middle School
Fioretti College,Sportlaan 3,/middelbare-scholen/lisse/2935/fioretti-college/,Katholiek Voortgezet,1505.0,Lisse,Middle School
Internationale Schakelklas,Heereweg 455,/middelbare-scholen/lisse/24145/internationale-schakelklas/,Katholiek Voortgezet,195.0,Lisse,Middle School
Scholengemeenschap Klein Borculo voor Zeer Moeilijk Opvoedbare Kinderen Vbo,Ampsenseweg 10,/middelbare-scholen/lochem/24217/scholengemeenschap-klein-borculo-voor-zeer-moeilijk-opvoedbare-kinderen-vbo/,Confessioneel overig,17.0,Lochem,Middle School
De Meander,Oldenzaalsestraat 134,/middelbare-scholen/losser/22793/de-meander/,Algemeen bijzonder,17.0,Losser,Middle School
"Twents Carmel College, locatie Losser",Oranjestraat 2,/middelbare-scholen/losser/919/twents-carmel-college-locatie-losser/,Overige Voortgezet,511.0,Losser,Middle School
SSVO School De Sprong,Valkenheide 41,/middelbare-scholen/maarsbergen/26660/ssvo-school-de-sprong/,Openbaar Voortgezet,50.0,Maarsbergen,Middle School
Vakcollege Maarsbergen,Woudenbergseweg 22 A,/middelbare-scholen/maarsbergen/25737/vakcollege-maarsbergen/,Openbaar Voortgezet,446.0,Maarsbergen,Middle School
Niftarlake College,Pauwenkamp 151,/middelbare-scholen/maarssen/1022/niftarlake-college/,Prot. christelijk,1632.0,Maarssen,Middle School
Rientjes Mavo,Valkenkamp 551,/middelbare-scholen/maarssen/2771/rientjes-mavo/,Katholiek Voortgezet,414.0,Maarssen,Middle School
Aeres VMBO Maartensdijk,Dierenriem 2,/middelbare-scholen/maartensdijk/1376/aeres-vmbo-maartensdijk/,Samenwerking Voortgezet,431.0,Maartensdijk,Middle School
Lentiz | VMBO Maasland,Commandeurskade 22,/middelbare-scholen/maasland/831/lentiz-vmbo-maasland/,Algemeen bijzonder,554.0,Maasland,Middle School
Lentiz | Reviuslyceum,Reviusplein 8,/middelbare-scholen/maassluis/25400/lentiz-reviuslyceum/,Samenwerking Voortgezet,826.0,Maassluis,Middle School
Lentiz | Revius MAVO,Kastanjedal 2,/middelbare-scholen/maassluis/25387/lentiz-revius-mavo/,Overige Voortgezet,194.0,Maassluis,Middle School
IvOO AD VSO,Frans van Laarplein 3,/middelbare-scholen/maastricht/6089/ivoo-ad-vso/,Katholiek Voortgezet,29.0,Maastricht,Middle School
IVOO VSO Diplomastroom,Eenhoornsingel 100,/middelbare-scholen/maastricht/25992/ivoo-vso-diplomastroom/,Katholiek Voortgezet,149.0,Maastricht,Middle School
Don Bosco VSO,Frans van der Laarplein 3,/middelbare-scholen/maastricht/24894/don-bosco-vso/,Katholiek Voortgezet,26.0,Maastricht,Middle School
Jan Baptist VSO,Frans van de Laarplein 3,/middelbare-scholen/maastricht/25983/jan-baptist-vso/,Katholiek Voortgezet,44.0,Maastricht,Middle School
Terra Nigra Praktijkonderwijs,Terra Nigrastraat 5,/middelbare-scholen/maastricht/2237/terra-nigra-praktijkonderwijs/,Katholiek Voortgezet,215.0,Maastricht,Middle School
Porta Mosana College,Oude Molenweg 130,/middelbare-scholen/maastricht/2239/porta-mosana-college/,Openbaar Voortgezet,1264.0,Maastricht,Middle School
VMBO Porta Mosana College,Bemelerweg 1,/middelbare-scholen/maastricht/2240/vmbo-porta-mosana-college/,Openbaar Voortgezet,103.0,Maastricht,Middle School
United World College,Discusworp 65,/middelbare-scholen/maastricht/2241/united-world-college/,Openbaar Voortgezet,670.0,Maastricht,Middle School
VMBO Maastricht,Bemelerweg 1,/middelbare-scholen/maastricht/2243/vmbo-maastricht/,Katholiek Voortgezet,193.0,Maastricht,Middle School
Sint-Maartenscollege,Noormannensingel 50,/middelbare-scholen/maastricht/2244/sint-maartenscollege/,Katholiek Voortgezet,1208.0,Maastricht,Middle School
Novo College,Bemelergrubbe 2,/middelbare-scholen/maastricht/26176/novo-college/,Overige Voortgezet,317.0,Maastricht,Middle School
Bonnefanten College,Eenhoornsingel 100,/middelbare-scholen/maastricht/2246/bonnefanten-college/,Algemeen bijzonder,940.0,Maastricht,Middle School
"Bonnefanten College, locatie Bernard Lievegoed College",Nijverheidsweg 25,/middelbare-scholen/maastricht/4426/bonnefanten-college-locatie-bernard-lievegoed-college/,Algemeen bijzonder,946.0,Maastricht,Middle School
Buitenhof,Vijverdalseweg 1,/middelbare-scholen/maastricht/25809/buitenhof/,Algemeen bijzonder,19.0,Maastricht,Middle School
Adelante Onderwijs Tyltylschool De Maasgouw,Bemelergrubbe 5,/middelbare-scholen/maastricht/25974/adelante-onderwijs-tyltylschool-de-maasgouw/,Katholiek Voortgezet,38.0,Maastricht,Middle School
Dongemond College loc. Made,Kempsstraat 15,/middelbare-scholen/made/1063/dongemond-college-loc-made/,Katholiek Voortgezet,567.0,Made,Middle School
SG De Dijk,Admiraliteitsweg 6,/middelbare-scholen/medemblik/2752/sg-de-dijk/,Openbaar Voortgezet,429.0,Medemblik,Middle School
Stella Maris College,Parallelweg 56,/middelbare-scholen/meerssen/2221/stella-maris-college/,Overige Voortgezet,1128.0,Meerssen,Middle School
Terra Meppel VO,Werkhorst 58,/middelbare-scholen/meppel/813/terra-meppel-vo/,Prot. christelijk,563.0,Meppel,Middle School
Openbare Mackayschool voor ZML,Colijnstraat 4,/middelbare-scholen/meppel/10744/openbare-mackayschool-voor-zml/,Openbaar Voortgezet,64.0,Meppel,Middle School
Christelijke Scholengemeenschap Dingstede voor Mavo Havo en Atheneum,Gerard Doustraat 13,/middelbare-scholen/meppel/26555/christelijke-scholengemeenschap-dingstede-voor-mavo-havo-en-atheneum/,Overige Voortgezet,818.0,Meppel,Middle School
Stad & Esch Praktijkschool,Ezingerweg 54,/middelbare-scholen/meppel/2500/stad-en-esch-praktijkschool/,Openbaar Voortgezet,109.0,Meppel,Middle School
Stad & Esch Lyceum,Ezingerweg 52,/middelbare-scholen/meppel/2502/stad-en-esch-lyceum/,Openbaar Voortgezet,1297.0,Meppel,Middle School
Stad & Esch Beroepencollege,Ezingerweg 51,/middelbare-scholen/meppel/2503/stad-en-esch-beroepencollege/,Openbaar Voortgezet,468.0,Meppel,Middle School
Stad & Esch Eigen weg,Ezingerweg 55,/middelbare-scholen/meppel/24549/stad-en-esch-eigen-weg/,Openbaar Voortgezet,82.0,Meppel,Middle School
Greijdanus - Meppel,Schoolstraat 5,/middelbare-scholen/meppel/2872/greijdanus-meppel/,Prot. christelijk,559.0,Meppel,Middle School
Sted SGM Nehalennia,Kruisweg 2,/middelbare-scholen/middelburg/383/sted-sgm-nehalennia/,Openbaar Voortgezet,609.0,Middelburg,Middle School
Sted SGM Nehalennia,Breeweg 71e,/middelbare-scholen/middelburg/384/sted-sgm-nehalennia/,Openbaar Voortgezet,1073.0,Middelburg,Middle School
CSW Van de Perre,Griffioenstraat 17,/middelbare-scholen/middelburg/1133/csw-van-de-perre/,Prot. christelijk,1391.0,Middelburg,Middle School
CSW Toorop Talentcollege,Generaal Eisenhowerlaan 25,/middelbare-scholen/middelburg/24153/csw-toorop-talentcollege/,Prot. christelijk,388.0,Middelburg,Middle School
ISK Walcheren,Griffioenstraat 38,/middelbare-scholen/middelburg/24904/isk-walcheren/,Prot. christelijk,250.0,Middelburg,Middle School
Klimopschool,Grevelingenstraat 10,/middelbare-scholen/middelburg/26224/klimopschool/,Algemeen bijzonder,79.0,Middelburg,Middle School
Het Bolwerk,Teresastraat 2 A,/middelbare-scholen/middelburg/1508/het-bolwerk/,Overige Voortgezet,172.0,Middelburg,Middle School
Asteria College,Korczakstraat 1,/middelbare-scholen/middelburg/9386/asteria-college/,Algemeen bijzonder,40.0,Middelburg,Middle School
"OdyZee, locatie Middelburg",Generaal Eisenhowerlaan 25,/middelbare-scholen/middelburg/22385/odyzee-locatie-middelburg/,Algemeen bijzonder,50.0,Middelburg,Middle School
Calvijn College Middelburg,Kruitmolenlaan 60,/middelbare-scholen/middelburg/2675/calvijn-college-middelburg/,Prot. christelijk,397.0,Middelburg,Middle School
De Ark,Prinses Marijkestraat 1 B,/middelbare-scholen/middelharnis/9696/de-ark/,Prot. christelijk,25.0,Middelharnis,Middle School
RGO College (vwo - havo - mavo),Koningin Julianaweg 54,/middelbare-scholen/middelharnis/2734/rgo-college-vwo-havo-mavo/,Openbaar Voortgezet,1154.0,Middelharnis,Middle School
CSG Prins Maurits,Koningin Julianaweg 57,/middelbare-scholen/middelharnis/2843/csg-prins-maurits/,Overige Voortgezet,1573.0,Middelharnis,Middle School
't Schylger Jouw,Zuid Midslandweg 8,/middelbare-scholen/midsland/114/t-schylger-jouw/,Openbaar Voortgezet,114.0,Midsland,Middle School
VeenLanden College,Diamant 9,/middelbare-scholen/mijdrecht/1965/veenlanden-college/,Prot. christelijk,1046.0,Mijdrecht,Middle School
Merletcollege Mill,Langenboomseweg 3,/middelbare-scholen/mill/1901/merletcollege-mill/,Katholiek Voortgezet,367.0,Mill,Middle School
Kandinsky Molenhoek,Singel 124,/middelbare-scholen/molenhoek/26188/kandinsky-molenhoek/,Overige Voortgezet,209.0,Molenhoek,Middle School
Bernard Nieuwentijt College,Pierebaan 5,/middelbare-scholen/monnickendam/4392/bernard-nieuwentijt-college/,Confessioneel overig,313.0,Monnickendam,Middle School
Herman Broerencollege,Tuinlaan 20,/middelbare-scholen/monster/24776/herman-broerencollege/,Algemeen bijzonder,23.0,Monster,Middle School
Yuverta vmbo Montfoort,Doeldijk 16,/middelbare-scholen/montfoort/1710/yuverta-vmbo-montfoort/,Overige Voortgezet,817.0,Montfoort,Middle School
ISW Hoogeland,Professor Holwerdalaan 54-56,/middelbare-scholen/naaldwijk/665/isw-hoogeland/,Overige Voortgezet,1794.0,Naaldwijk,Middle School
ISW Westland Vakcollege,Hoge Woerd 2,/middelbare-scholen/naaldwijk/666/isw-westland-vakcollege/,Overige Voortgezet,388.0,Naaldwijk,Middle School
ISW Westland Praktijkcollege,Lage Woerd 2,/middelbare-scholen/naaldwijk/671/isw-westland-praktijkcollege/,Overige Voortgezet,344.0,Naaldwijk,Middle School
Lentiz | Floracollege,Burgemeester Elsenweg 8,/middelbare-scholen/naaldwijk/830/lentiz-floracollege/,Algemeen bijzonder,981.0,Naaldwijk,Middle School
Lentiz | Dalton,Professor Holwerdalaan 62,/middelbare-scholen/naaldwijk/832/lentiz-dalton/,Algemeen bijzonder,699.0,Naaldwijk,Middle School
Herman Broerenschool Westland,Verhagenplein 9,/middelbare-scholen/naaldwijk/5168/herman-broerenschool-westland/,Algemeen bijzonder,64.0,Naaldwijk,Middle School
"Volantcollege, locatie Montessori Lyceum Gooise Meren",Schout 1 A,/middelbare-scholen/naarden/26594/volantcollege-locatie-montessori-lyceum-gooise-meren/,Overige Voortgezet,90.0,Naarden,Middle School
Yuverta vmbo Naarden,Amersfoortsestraatweg 7,/middelbare-scholen/naarden/1716/yuverta-vmbo-naarden/,Openbaar Voortgezet,411.0,Naarden,Middle School
Yuverta mavo Nederweert,Past van der Steenstraat 5,/middelbare-scholen/nederweert/26174/yuverta-mavo-nederweert/,Overige Voortgezet,345.0,Nederweert,Middle School
Assink lyceum locatie Parallelweg,Parallelweg 9,/middelbare-scholen/neede/24154/assink-lyceum-locatie-parallelweg/,Katholiek Voortgezet,407.0,Neede,Middle School
MaxX,Parallelweg 5,/middelbare-scholen/neede/3345/maxx/,Openbaar Voortgezet,135.0,Neede,Middle School
De Leeuwerik,Bleekenweg 1 b,/middelbare-scholen/neede/24761/de-leeuwerik/,Algemeen bijzonder,62.0,Neede,Middle School
Burg Walda SGM,Ballumerweg 24,/middelbare-scholen/nes-gem-ameland/13/burg-walda-sgm/,Openbaar Voortgezet,145.0,Nes (Gem. Ameland),Middle School
Oosterlicht College Locatie Nieuwegein,Dieselbaan 10,/middelbare-scholen/nieuwegein/1029/oosterlicht-college-locatie-nieuwegein/,Prot. christelijk,1820.0,Nieuwegein,Middle School
Anna van Rijn College - havo/vwo,Albatros 1,/middelbare-scholen/nieuwegein/26159/anna-van-rijn-college-havo-vwo/,Openbaar Voortgezet,803.0,Nieuwegein,Middle School
Anna van Rijn College - mavo,Flamingo 3 A,/middelbare-scholen/nieuwegein/26160/anna-van-rijn-college-mavo/,Openbaar Voortgezet,328.0,Nieuwegein,Middle School
RK SGM Cals College,Vreeswijksestraatweg 6A,/middelbare-scholen/nieuwegein/2904/rk-sgm-cals-college/,Katholiek Voortgezet,2163.0,Nieuwegein,Middle School
Comenius College Nieuwerkerk,Fresiaveld 20,/middelbare-scholen/nieuwerkerk-aan-den-ijssel/605/comenius-college-nieuwerkerk/,Prot. christelijk,470.0,Nieuwerkerk aan den IJssel,Middle School
"Thorbecke VO, locatie Nieuwerkerk",Bezoekadres:Kamerlingh Onnesstraat 4 Postadres: Postbus 112,/middelbare-scholen/nieuwerkerk-aan-den-ijssel/2630/thorbecke-vo-locatie-nieuwerkerk/,Openbaar Voortgezet,387.0,Nieuwerkerk aan den IJssel,Middle School
"Ashram College KSG voor vwo, havo, mavo en vbo locatie Nieuwkoop",Achterweg 1,/middelbare-scholen/nieuwkoop/26133/ashram-college-ksg-voor-vwo-havo-mavo-en-vbo-locatie-nieuwkoop/,Overige Voortgezet,323.0,Nieuwkoop,Middle School
Agnieten College Nieuwleusen,Koningin Julianalaan 10,/middelbare-scholen/nieuwleusen/2290/agnieten-college-nieuwleusen/,Prot. christelijk,306.0,Nieuwleusen,Middle School
Herbert Vissers College,Noorderdreef 175,/middelbare-scholen/nieuw-vennep/1622/herbert-vissers-college/,Prot. christelijk,1379.0,Nieuw-Vennep,Middle School
Herbert Vissers College Christelijke Scholengemeensch. voor Lyceum Havo Mavo Vbo,Noorderdreef 175,/middelbare-scholen/nieuw-vennep/26128/herbert-vissers-college-christelijke-scholengemeensch-voor-lyceum-havo-mavo-vbo/,Prot. christelijk,506.0,Nieuw-Vennep,Middle School
Aeres VMBO Nijkerk,Luxoolseweg 1,/middelbare-scholen/nijkerk/1377/aeres-vmbo-nijkerk/,Samenwerking Voortgezet,422.0,Nijkerk,Middle School
Corlaer College vmbo,Ds.Kuypersstraat 3,/middelbare-scholen/nijkerk/2058/corlaer-college-vmbo/,Overige Voortgezet,893.0,Nijkerk,Middle School
Corlaer College atheneum/havo,Henri Nouwenstraat 8,/middelbare-scholen/nijkerk/3276/corlaer-college-atheneum-havo/,Overige Voortgezet,1010.0,Nijkerk,Middle School
Accent Nijkerk,Ds. Kuypersstraat 1,/middelbare-scholen/nijkerk/2067/accent-nijkerk/,Prot. christelijk,222.0,Nijkerk,Middle School
Montessori College K27 Nijmegen,Kwakkenbergweg 27,/middelbare-scholen/nijmegen/1197/montessori-college-k27-nijmegen/,Algemeen bijzonder,1127.0,Nijmegen,Middle School
Montessori College K33 Nijmegen,Kwakkenbergweg 33,/middelbare-scholen/nijmegen/24527/montessori-college-k33-nijmegen/,Algemeen bijzonder,574.0,Nijmegen,Middle School
Aventurijn / Park Neerbosch,Scherpenkampweg 20,/middelbare-scholen/nijmegen/26368/aventurijn-park-neerbosch/,Prot. christelijk,372.0,Nijmegen,Middle School
Het Kwartier,Berg en Dalseweg 287,/middelbare-scholen/nijmegen/26369/het-kwartier/,Prot. christelijk,52.0,Nijmegen,Middle School
Yuverta vmbo - het groene lyceum Nijmegen,Marga Klompelaan 37,/middelbare-scholen/nijmegen/26184/yuverta-vmbo-het-groene-lyceum-nijmegen/,Algemeen bijzonder,516.0,Nijmegen,Middle School
Pro College Nijmegen,Dennenstraat 21,/middelbare-scholen/nijmegen/1777/pro-college-nijmegen/,Algemeen bijzonder,244.0,Nijmegen,Middle School
Karel de Grote College,Wilhelminasingel 13 - 15,/middelbare-scholen/nijmegen/1791/karel-de-grote-college/,Algemeen bijzonder,781.0,Nijmegen,Middle School
"Canisius College Gymnasium, atheneum , havo, mavo",Berg en Dalseweg 207,/middelbare-scholen/nijmegen/26179/canisius-college-gymnasium-atheneum-havo-mavo/,Katholiek Voortgezet,965.0,Nijmegen,Middle School
Pontem College,Heyendaalseweg 45,/middelbare-scholen/nijmegen/26180/pontem-college/,Overige Voortgezet,368.0,Nijmegen,Middle School
Het Rijks,Goffertweg 20,/middelbare-scholen/nijmegen/26185/het-rijks/,Overige Voortgezet,453.0,Nijmegen,Middle School
Kandinsky College voor Lyceum Havo Mavo Vbo Lwoo,Malderburchtstraat 11,/middelbare-scholen/nijmegen/26187/kandinsky-college-voor-lyceum-havo-mavo-vbo-lwoo/,Overige Voortgezet,1286.0,Nijmegen,Middle School
Jorismavo,Ploegstraat 16,/middelbare-scholen/nijmegen/26183/jorismavo/,Overige Voortgezet,257.0,Nijmegen,Middle School
NSG Groenewoud voor Vwo Havo en Mavo,van Cranenborchstraat 7,/middelbare-scholen/nijmegen/26182/nsg-groenewoud-voor-vwo-havo-en-mavo/,Overige Voortgezet,1666.0,Nijmegen,Middle School
Dominicus College,Energieweg 93,/middelbare-scholen/nijmegen/2027/dominicus-college/,Katholiek Voortgezet,442.0,Nijmegen,Middle School
Stedelijk Gymnasium Nijmegen,Kronenburgersingel 269,/middelbare-scholen/nijmegen/2036/stedelijk-gymnasium-nijmegen/,Openbaar Voortgezet,1005.0,Nijmegen,Middle School
Stedelijke Scholengemeenschap Nijmegen,IJsbeerstraat 12,/middelbare-scholen/nijmegen/2038/stedelijke-scholengemeenschap-nijmegen/,Openbaar Voortgezet,1297.0,Nijmegen,Middle School
Mondial College locatie Leuvensbroek,Leuvensbroek 30-01,/middelbare-scholen/nijmegen/2040/mondial-college-locatie-leuvensbroek/,Openbaar Voortgezet,1178.0,Nijmegen,Middle School
Mondial College Meeuwse Acker,Meeuwse Acker 20-20,/middelbare-scholen/nijmegen/2041/mondial-college-meeuwse-acker/,Openbaar Voortgezet,549.0,Nijmegen,Middle School
SO Talita Koemi,Burgemeester Daleslaan 1,/middelbare-scholen/nijmegen/10505/so-talita-koemi/,Katholiek Voortgezet,89.0,Nijmegen,Middle School
Talita Koemi,Kwakkenbergweg 33,/middelbare-scholen/nijmegen/26405/talita-koemi/,Katholiek Voortgezet,,Nijmegen,Middle School
Foooocus Nijmegen,Hertogstraat 58,/middelbare-scholen/nijmegen/26406/foooocus-nijmegen/,Katholiek Voortgezet,,Nijmegen,Middle School
