,name,address,link,details,n_students,neighborhood,type
3009,Basisschool Prins Willem Alexander,Zuiderzeestraatweg Oost 62,/basisscholen/elburg/12282/basisschool-prins-willem-alexander/,Prot. christelijkBasisonderwijs263 leerlingen,263,Elburg,Basic School
3010,Instituut Van Kinsbergen,Arent toe Boecoplaan 41,/basisscholen/elburg/12377/instituut-van-kinsbergen/,Algemeen bijzonderBasisonderwijs48 leerlingenOntwikkelingsgericht Onderwijs,48,Elburg,Basic School
3011,OBS Vogelvlucht / Het Hoeltien,Ds van Elvenstraat 2,/basisscholen/elim/11406/obs-vogelvlucht-het-hoeltien/,OpenbaarBasisonderwijs45 leerlingen,45,Elim,Basic School
3012,Protestants Christelijke Basisschool De Palm,Langewijk 110,/basisscholen/elim/25525/protestants-christelijke-basisschool-de-palm/,Prot. christelijkBasisonderwijs124 leerlingen,124,Elim,Basic School
3013,Basisschool De Verrekijker,Scheijvenstraat 12,/basisscholen/ell/8700/basisschool-de-verrekijker/,KatholiekBasisonderwijs128 leerlingenOntwikkelingsgericht Onderwijs,128,Ell,Basic School
3014,MKC Anne Frank Ellecom,Binnenweg 40 A,/basisscholen/ellecom/8891/mkc-anne-frank-ellecom/,Algemeen bijzonderBasisonderwijs74 leerlingenMontessori,74,Ellecom,Basic School
3015,Kindcentrum de Dompelaar,St.-Janstraat 49 -51,/basisscholen/elsendorp/5114/kindcentrum-de-dompelaar/,KatholiekBasisonderwijs106 leerlingen,106,Elsendorp,Basic School
3016,Rooms Katholieke Basisschool Th J Rijken,Hertog Janstraat 16,/basisscholen/elshout/12136/rooms-katholieke-basisschool-th-j-rijken/,KatholiekBasisonderwijs152 leerlingen,152,Elshout,Basic School
3017,Openbare Basisschool meester K.J. Dijkstraschool,Hoofdweg 31,/basisscholen/elsloo-fryslân/6890/openbare-basisschool-meester-kj-dijkstraschool/,OpenbaarBasisonderwijs70 leerlingen,70,Elsloo (Fryslân),Basic School
3018,Kindcentrum Aelse,Bandkeramiekersstraat 8,/basisscholen/elsloo-limburg/8510/kindcentrum-aelse/,Algemeen bijzonderBasisonderwijs456 leerlingen,456,Elsloo (Limburg),Basic School
3019,Eben Haezerschool,Apeldoornseweg 22,/basisscholen/elspeet/9002/eben-haezerschool/,Prot. christelijkBasisonderwijs212 leerlingen,212,Elspeet,Basic School
3020,Hervormde basisschool Boaz-Jachin,Ds. Kalshovenweg 15,/basisscholen/elspeet/12046/hervormde-basisschool-boaz-jachin/,Prot. christelijkBasisonderwijs208 leerlingen,208,Elspeet,Basic School
3021,Lichtenbeek (SO - MG),Chopinstraat 3,/basisscholen/elst-gelderland/24207/lichtenbeek-so-mg/,Prot. christelijkSpeciaal onderwijs32 leerlingen,32,Elst (Gelderland),Basic School
3022,De Wegwyzer,Forum 6,/basisscholen/elst-gelderland/6326/de-wegwyzer/,Prot. christelijkBasisonderwijs360 leerlingen,360,Elst (Gelderland),Basic School
3023,De Ark,Kruisakkers 7,/basisscholen/elst-gelderland/10274/de-ark/,Prot. christelijkBasisonderwijs204 leerlingen,204,Elst (Gelderland),Basic School
3024,RK BS Sunte Werfert,Kostverloren 14,/basisscholen/elst-gelderland/25694/rk-bs-sunte-werfert/,KatholiekBasisonderwijs105 leerlingen,105,Elst (Gelderland),Basic School
3025,Openbare basisschool De Esdoorn,Chopinstraat 3,/basisscholen/elst-gelderland/6557/openbare-basisschool-de-esdoorn/,OpenbaarBasisonderwijs316 leerlingenIPC,316,Elst (Gelderland),Basic School
3026,RK Daltonbasisschool 't Startblok,Morel 28,/basisscholen/elst-gelderland/25631/rk-daltonbasisschool-t-startblok/,KatholiekBasisonderwijs251 leerlingenDalton,251,Elst (Gelderland),Basic School
3027,Basisschool Stap voor Stap,Kruisakkers 3,/basisscholen/elst-gelderland/10504/basisschool-stap-voor-stap/,OpenbaarBasisonderwijs166 leerlingen,166,Elst (Gelderland),Basic School
3028,RK BS De Elstar,Forum 4,/basisscholen/elst-gelderland/25691/rk-bs-de-elstar/,KatholiekBasisonderwijs456 leerlingen,456,Elst (Gelderland),Basic School
3029,De Zonnepoort,Forum 12,/basisscholen/elst-gelderland/6558/de-zonnepoort/,OpenbaarBasisonderwijs235 leerlingenOntwikkelingsgericht Onderwijs,235,Elst (Gelderland),Basic School
3030,Daltonschool Elst,De Spijlen1,/basisscholen/elst-utrecht/6330/daltonschool-elst/,OpenbaarBasisonderwijs111 leerlingenDalton,111,Elst (Utrecht),Basic School
3031,School Met De Bijbel Het Visnet,De Spijlen 5,/basisscholen/elst-utrecht/6861/school-met-de-bijbel-het-visnet/,Prot. christelijkBasisonderwijs174 leerlingen,174,Elst (Utrecht),Basic School
3032,Casteleijn College,Hoefbladstraat 1 A,/basisscholen/emmeloord/4999/casteleijn-college/,Algemeen bijzonderSpeciaal onderwijs,,Emmeloord,Basic School
3033,De Optimist SO,Jhr O v Alewijnstr 4,/basisscholen/emmeloord/26222/de-optimist-so/,Algemeen bijzonderSpeciaal onderwijs42 leerlingen,42,Emmeloord,Basic School
3034,Albert Schweitzer-School,Skagerrak 11,/basisscholen/emmeloord/5358/albert-schweitzer-school/,KatholiekBasisonderwijs284 leerlingen,284,Emmeloord,Basic School
3035,St Joseph School,Prof. Lorentzstraat 4,/basisscholen/emmeloord/9260/st-joseph-school/,KatholiekBasisonderwijs218 leerlingen,218,Emmeloord,Basic School
3036,cbs De Koperwiek,Lijsterbesstraat 32,/basisscholen/emmeloord/25555/cbs-de-koperwiek/,Prot. christelijkBasisonderwijs228 leerlingen,228,Emmeloord,Basic School
3037,cbs De Triangel,Reijdersant 17,/basisscholen/emmeloord/25569/cbs-de-triangel/,Prot. christelijkBasisonderwijs141 leerlingen,141,Emmeloord,Basic School
3038,cbs De Lichtboei,Scheer 1,/basisscholen/emmeloord/25562/cbs-de-lichtboei/,Prot. christelijkBasisonderwijs271 leerlingen,271,Emmeloord,Basic School
3039,cbs 't Kompas,Sondelstraat 4,/basisscholen/emmeloord/25563/cbs-t-kompas/,Prot. christelijkBasisonderwijs203 leerlingen,203,Emmeloord,Basic School
3040,OBS de Carrousel,Lijsterbesstraat 34,/basisscholen/emmeloord/9262/obs-de-carrousel/,OpenbaarBasisonderwijs74 leerlingen,74,Emmeloord,Basic School
3041,Roderik van Voorstschool,Skagerrak 1,/basisscholen/emmeloord/5361/roderik-van-voorstschool/,OpenbaarBasisonderwijs157 leerlingen,157,Emmeloord,Basic School
3042,De Keerkring,Meteorenstraat 104,/basisscholen/emmeloord/9263/de-keerkring/,OpenbaarBasisonderwijs77 leerlingen,77,Emmeloord,Basic School
3043,De Zevensprong,Ellertsveld 15,/basisscholen/emmeloord/9264/de-zevensprong/,OpenbaarBasisonderwijs386 leerlingenJenaplan,386,Emmeloord,Basic School
3044,Windkracht 10,Pampuspad 45,/basisscholen/emmeloord/9265/windkracht-10/,OpenbaarBasisonderwijs112 leerlingenDalton,112,Emmeloord,Basic School
3045,sbo De Klimboom,Vogelsant 6,/basisscholen/emmeloord/25570/sbo-de-klimboom/,Prot. christelijkSpeciaal basisonderwijs123 leerlingen,123,Emmeloord,Basic School
3046,De Planthof,De Fjord 44,/basisscholen/emmeloord/10786/de-planthof/,Prot. christelijkBasisonderwijs112 leerlingen,112,Emmeloord,Basic School
3047,Eben-Haëzerschool,Vogelsant 8,/basisscholen/emmeloord/11544/eben-haezerschool/,Prot. christelijkBasisonderwijs216 leerlingen,216,Emmeloord,Basic School
3048,Zonnebloemschool,Europalaan 148,/basisscholen/emmeloord/8540/zonnebloemschool/,Prot. christelijkSpeciaal onderwijs94 leerlingen,94,Emmeloord,Basic School
3049,De Aventurijn Emmen,Sparrenlaan 4,/basisscholen/emmen/23846/de-aventurijn-emmen/,Algemeen bijzonderSpeciaal onderwijs64 leerlingen,64,Emmen,Basic School
3050,'t Twiespan,Vredenveld 78,/basisscholen/emmen/6600/t-twiespan/,Prot. christelijkBasisonderwijs175 leerlingenDalton,175,Emmen,Basic School
3051,Het Anker Protestants Christelijke Jenaplanschool,Distelvink 107,/basisscholen/emmen/6606/het-anker-protestants-christelijke-jenaplanschool/,Prot. christelijkBasisonderwijs223 leerlingenJenaplan,223,Emmen,Basic School
3052,Groen van Prinstererschool,Dr. H. Blinkstraat 5,/basisscholen/emmen/6607/groen-van-prinstererschool/,Prot. christelijkBasisonderwijs150 leerlingen,150,Emmen,Basic School
3053,Het Palet,Geuzingerbrink 70,/basisscholen/emmen/6609/het-palet/,Prot. christelijkBasisonderwijs191 leerlingen,191,Emmen,Basic School
3054,CB Het Talent,Zandzoom 19,/basisscholen/emmen/23931/cb-het-talent/,Confessioneel overigBasisonderwijs108 leerlingen,108,Emmen,Basic School
3055,Basisschool De Rank,Hagedoorn 2,/basisscholen/emmen/6868/basisschool-de-rank/,Prot. christelijkBasisonderwijs101 leerlingen,101,Emmen,Basic School
3056,De springplank (V)SO,Boermarkeweg 68,/basisscholen/emmen/25888/de-springplank-vso/,OpenbaarSpeciaal onderwijs18 leerlingen,18,Emmen,Basic School
3057,Openbare School voor Zeer Moeilijk Lerenden,Balingerbrink 178,/basisscholen/emmen/26699/openbare-school-voor-zeer-moeilijk-lerenden/,OpenbaarSpeciaal onderwijs58 leerlingen,58,Emmen,Basic School
3058,Openbare Basisschool 't Eenspan,Oosterstraat 58,/basisscholen/emmen/26701/openbare-basisschool-t-eenspan/,OpenbaarBasisonderwijs222 leerlingen,222,Emmen,Basic School
3059,Openbare Basisschool 2 Emmen Mr Vegter,Bargermeerweg 113,/basisscholen/emmen/26703/openbare-basisschool-2-emmen-mr-vegter/,OpenbaarBasisonderwijs71 leerlingen,71,Emmen,Basic School
3060,Openbare Basisschool De Esdoorn,Buiskoolstraat 1,/basisscholen/emmen/26705/openbare-basisschool-de-esdoorn/,OpenbaarBasisonderwijs113 leerlingenDalton,113,Emmen,Basic School
3061,Openbare Basisschool Emmermeer,Middenhaag 4,/basisscholen/emmen/26707/openbare-basisschool-emmermeer/,OpenbaarBasisonderwijs74 leerlingen,74,Emmen,Basic School
3062,Openbare Basisschool Angelslo,Smedingeslag 1,/basisscholen/emmen/26709/openbare-basisschool-angelslo/,OpenbaarBasisonderwijs283 leerlingen,283,Emmen,Basic School
3063,De Kubus,Houtweg 403,/basisscholen/emmen/26711/de-kubus/,OpenbaarBasisonderwijs319 leerlingen,319,Emmen,Basic School
3064,Openbare Basisschool op 't Veld,Barnar 5 A,/basisscholen/emmen/26713/openbare-basisschool-op-t-veld/,OpenbaarBasisonderwijs79 leerlingen,79,Emmen,Basic School
3065,Openbare Basisschool De Hesselanden (locatie De Brink),Wilhelmsweg 85 a,/basisscholen/emmen/26715/openbare-basisschool-de-hesselanden-locatie-de-brink/,OpenbaarBasisonderwijs343 leerlingenDalton,343,Emmen,Basic School
3066,Openbare Basisschool Bargeres,Rolderbrink 128-130,/basisscholen/emmen/26717/openbare-basisschool-bargeres/,OpenbaarBasisonderwijs57 leerlingen,57,Emmen,Basic School
3067,Openbare School voor Speciaal Basisonderwijs De Catamaran,Wendeling 112,/basisscholen/emmen/26743/openbare-school-voor-speciaal-basisonderwijs-de-catamaran/,OpenbaarSpeciaal basisonderwijs183 leerlingenNieuw / natuurlijk / conceptueel leren,183,Emmen,Basic School
3068,Openbare Basisschool De Vlonder,Giervalk 20,/basisscholen/emmen/26745/openbare-basisschool-de-vlonder/,OpenbaarBasisonderwijs185 leerlingenDalton,185,Emmen,Basic School
3069,Basisschool Braakhekke,Spoel 19,/basisscholen/emmer-compascuum/10542/basisschool-braakhekke/,Prot. christelijkBasisonderwijs49 leerlingen,49,Emmer-Compascuum,Basic School
3070,Openbare Basisschool De Meent,Eerste Koppelveenweg 2,/basisscholen/emmer-compascuum/26719/openbare-basisschool-de-meent/,OpenbaarBasisonderwijs77 leerlingen,77,Emmer-Compascuum,Basic School
3071,De Bente Openbare Basisschool,Westerdiep OZ 96,/basisscholen/emmer-compascuum/26721/de-bente-openbare-basisschool/,OpenbaarBasisonderwijs141 leerlingen,141,Emmer-Compascuum,Basic School
3072,Openbare basisschool De Mende,Wikkel 5,/basisscholen/emmer-compascuum/26723/openbare-basisschool-de-mende/,OpenbaarBasisonderwijs74 leerlingen,74,Emmer-Compascuum,Basic School
3073,Openbare Basisschool De Dreef,Kanaal A NZ 102,/basisscholen/emmer-compascuum/26725/openbare-basisschool-de-dreef/,OpenbaarBasisonderwijs90 leerlingen,90,Emmer-Compascuum,Basic School
3074,De Hoeksteen,Hoofdkanaal OZ 86,/basisscholen/emmer-compascuum/24425/de-hoeksteen/,KatholiekBasisonderwijs47 leerlingen,47,Emmer-Compascuum,Basic School
3075,OBS J.H. Isings,Emperweg 70,/basisscholen/empe/10584/obs-jh-isings/,OpenbaarBasisonderwijs74 leerlingen,74,Empe,Basic School
3076,De Sprenge Emst,Hezeweg 40,/basisscholen/emst/6037/de-sprenge-emst/,OpenbaarBasisonderwijs88 leerlingen,88,Emst,Basic School
3077,School met de Bijbel,Stationsweg 87,/basisscholen/emst/12290/school-met-de-bijbel/,Prot. christelijkBasisonderwijs108 leerlingen,108,Emst,Basic School
3078,Christelijke Basisschool Het Mosterdzaadje,Oranjeweg 116,/basisscholen/emst/12300/christelijke-basisschool-het-mosterdzaadje/,Prot. christelijkBasisonderwijs106 leerlingen,106,Emst,Basic School
3079,Openbare Basisschool De Tweemaster,Korte Westerstraat 7,/basisscholen/enkhuizen/8230/openbare-basisschool-de-tweemaster/,OpenbaarBasisonderwijs100 leerlingen,100,Enkhuizen,Basic School
3080,Openbare Basisschool Het Driespan,Klaverweid 25,/basisscholen/enkhuizen/4661/openbare-basisschool-het-driespan/,OpenbaarBasisonderwijs403 leerlingen,403,Enkhuizen,Basic School
3081,Montessorischool De Wegwijzer,Admiraliteitsweg 40,/basisscholen/enkhuizen/5321/montessorischool-de-wegwijzer/,Algemeen bijzonderBasisonderwijs84 leerlingenMontessori,84,Enkhuizen,Basic School
3082,Rooms Katholieke Basisschool De Hoeksteen,Roerdompplein 9,/basisscholen/enkhuizen/23376/rooms-katholieke-basisschool-de-hoeksteen/,KatholiekBasisonderwijs220 leerlingen,220,Enkhuizen,Basic School
3083,Rooms Katholieke Basisschool Pancratius,Doelenstraat 17,/basisscholen/enkhuizen/23377/rooms-katholieke-basisschool-pancratius/,KatholiekBasisonderwijs272 leerlingen,272,Enkhuizen,Basic School
3084,Het Mozaïek,Toereppel 21,/basisscholen/enkhuizen/12170/het-mozaiek/,Prot. christelijkBasisonderwijs316 leerlingen,316,Enkhuizen,Basic School
3085,Katholieke Basisschool De Horizon,Arnoldus van Bockholtstr 3,/basisscholen/ens/9256/katholieke-basisschool-de-horizon/,KatholiekBasisonderwijs114 leerlingen,114,Ens,Basic School
3086,CBS Het Lichtschip,Sportweg 24,/basisscholen/ens/25539/cbs-het-lichtschip/,Prot. christelijkBasisonderwijs115 leerlingen,115,Ens,Basic School
3087,De Regenboog,Sportweg 22,/basisscholen/ens/5362/de-regenboog/,OpenbaarBasisonderwijs34 leerlingen,34,Ens,Basic School
3088,Protestants Christelijke Basisschool Mecklenburg,De Posten 145,/basisscholen/enschede/8737/protestants-christelijke-basisschool-mecklenburg/,Prot. christelijkBasisonderwijs121 leerlingen,121,Enschede,Basic School
3089,Christelijke School voor Basisonderwijs Drakensteyn,Vastertlanden 169,/basisscholen/enschede/8738/christelijke-school-voor-basisonderwijs-drakensteyn/,Prot. christelijkBasisonderwijs339 leerlingen,339,Enschede,Basic School
3090,De Kiem,J.P. Coenstraat 9,/basisscholen/enschede/21392/de-kiem/,Prot. christelijkBasisonderwijs169 leerlingenOntwikkelingsgericht Onderwijs,169,Enschede,Basic School
3091,Prins Maurits,Geessinkbrink 1,/basisscholen/enschede/8739/prins-maurits/,Prot. christelijkBasisonderwijs100 leerlingenEigen tempo werkwijze,100,Enschede,Basic School
3092,"CBS Anna van Buren, Roombeek",Bosuilstraat 7,/basisscholen/enschede/8740/cbs-anna-van-buren-roombeek/,Prot. christelijkBasisonderwijs445 leerlingen,445,Enschede,Basic School
3093,CBS de Zevenster,Zevensterstraat 3,/basisscholen/enschede/21393/cbs-de-zevenster/,Prot. christelijkBasisonderwijs129 leerlingenDalton,129,Enschede,Basic School
3094,Willem van Oranje,Ravenhorsthoek 34,/basisscholen/enschede/4832/willem-van-oranje/,Prot. christelijkBasisonderwijs100 leerlingen,100,Enschede,Basic School
3095,CBS De Koning,Tomatenstraat 27,/basisscholen/enschede/8741/cbs-de-koning/,Prot. christelijkBasisonderwijs117 leerlingen,117,Enschede,Basic School
3096,CBS Ouverture,Ouverturestraat 68,/basisscholen/enschede/23856/cbs-ouverture/,Prot. christelijkBasisonderwijs171 leerlingen,171,Enschede,Basic School
3097,Het Reliëf,Floraparkstraat 390,/basisscholen/enschede/4853/het-relief/,Algemeen bijzonderSpeciaal onderwijs177 leerlingen,177,Enschede,Basic School
3098,"Onderwijscentrum Het Roessingh, SO en VSO",Roessinghsbleekweg 35,/basisscholen/enschede/4854/onderwijscentrum-het-roessingh-so-en-vso/,Algemeen bijzonderSpeciaal onderwijs120 leerlingen,120,Enschede,Basic School
3099,De Huifkar,Roessinghsbleekweg 35,/basisscholen/enschede/4855/de-huifkar/,Algemeen bijzonderSpeciaal onderwijs109 leerlingen,109,Enschede,Basic School
3100,Al Ummah,Javastraat 6,/basisscholen/enschede/5020/al-ummah/,Confessioneel overigBasisonderwijs298 leerlingen,298,Enschede,Basic School
3101,Openbare basisschool Molenbeek,Boekelerschoolpad 1,/basisscholen/enschede/10571/openbare-basisschool-molenbeek/,OpenbaarBasisonderwijs284 leerlingen,284,Enschede,Basic School
3102,Openbare Basisschool De Bothoven Freinetbasisschool,Reudinkstraat 15,/basisscholen/enschede/6641/openbare-basisschool-de-bothoven-freinetbasisschool/,OpenbaarBasisonderwijs129 leerlingenFreinet,129,Enschede,Basic School
3103,Openbare Basisschool De Spinner,Spinnerstraat 29,/basisscholen/enschede/6642/openbare-basisschool-de-spinner/,OpenbaarBasisonderwijs132 leerlingen,132,Enschede,Basic School
3104,Openbare Basisschool Roombeek,Bosuilstraat 3,/basisscholen/enschede/10572/openbare-basisschool-roombeek/,OpenbaarBasisonderwijs136 leerlingen,136,Enschede,Basic School
3105,Openbare Basisschool Glanerbrug-Noord,Bultsweg 170,/basisscholen/enschede/10573/openbare-basisschool-glanerbrug-noord/,OpenbaarBasisonderwijs85 leerlingen,85,Enschede,Basic School
3106,Openbare Daltonbasisschool Europa,Belgielaan 75,/basisscholen/enschede/6643/openbare-daltonbasisschool-europa/,OpenbaarBasisonderwijs116 leerlingen,116,Enschede,Basic School
3107,Alles-in-één-school De Zuidsprong,Het Lang 78,/basisscholen/enschede/10574/alles-in-een-school-de-zuidsprong/,OpenbaarBasisonderwijs124 leerlingen,124,Enschede,Basic School
3108,Basisschool De Talenter,Margrietlaan 1,/basisscholen/enter/8022/basisschool-de-talenter/,KatholiekBasisonderwijs302 leerlingen,302,Enter,Basic School
3109,CBS De Akkerwal,Ypeloschoolweg 2 A,/basisscholen/enter/12362/cbs-de-akkerwal/,Prot. christelijkBasisonderwijs56 leerlingen,56,Enter,Basic School
3110,De Wegwijzer,Rijssenseweg 20,/basisscholen/enter/12363/de-wegwijzer/,Prot. christelijkBasisonderwijs163 leerlingenIPC,163,Enter,Basic School
3111,Christelijke Basisschool De Roerganger,Voormors 2,/basisscholen/enter/12407/christelijke-basisschool-de-roerganger/,Prot. christelijkBasisonderwijs163 leerlingen,163,Enter,Basic School
3112,OBS Gildeschool,Sint Crusiusweg 12,/basisscholen/epe/9963/obs-gildeschool/,OpenbaarBasisonderwijs196 leerlingen,196,Epe,Basic School
3113,Openbare basisschool De Expeditie,Oude Wisselseweg 35,/basisscholen/epe/6038/openbare-basisschool-de-expeditie/,OpenbaarBasisonderwijs41 leerlingen,41,Epe,Basic School
3114,Openbare Basisschool Hoge Weerdschool,Wachtelenbergweg 21,/basisscholen/epe/6039/openbare-basisschool-hoge-weerdschool/,OpenbaarBasisonderwijs125 leerlingen,125,Epe,Basic School
3115,Jenaplanbasisschool 't Hogeland,Schotweg 2,/basisscholen/epe/6914/jenaplanbasisschool-t-hogeland/,Algemeen bijzonderBasisonderwijs160 leerlingenDalton/Jenaplan,160,Epe,Basic School
3116,K Norel-School,Vleerveld 17,/basisscholen/epe/10972/k-norel-school/,Prot. christelijkBasisonderwijs148 leerlingen,148,Epe,Basic School
3117,W.G. van de Hulstschool,Wachtelenbergweg 17,/basisscholen/epe/7102/wg-van-de-hulstschool/,Prot. christelijkBasisonderwijs143 leerlingenDalton,143,Epe,Basic School
3118,Basisschool Anne de Vries,Hoofdstraat 155,/basisscholen/epe/7103/basisschool-anne-de-vries/,Prot. christelijkBasisonderwijs157 leerlingenNieuw / natuurlijk / conceptueel leren,157,Epe,Basic School
3119,Rooms Katholieke Basisschool Sint Bernardus,Willem Tellstraat 70,/basisscholen/epe/26421/rooms-katholieke-basisschool-sint-bernardus/,KatholiekBasisonderwijs150 leerlingen,150,Epe,Basic School
3120,School voor Speciaal Basisonderwijs vd Reijden,Prinses Marijkestraat 10,/basisscholen/epe/24735/school-voor-speciaal-basisonderwijs-vd-reijden/,Algemeen bijzonderSpeciaal basisonderwijs50 leerlingen,50,Epe,Basic School
3121,Basisschool à Hermkes,Schoolstraat 16,/basisscholen/epen/6452/basisschool-a-hermkes/,KatholiekBasisonderwijs71 leerlingen,71,Epen,Basic School
3122,Dr. J. v.d. Hoevenschool,Du Tourweg 1,/basisscholen/epse/7612/dr-j-vd-hoevenschool/,OpenbaarBasisonderwijs121 leerlingen,121,Epse,Basic School
3123,Protestants Christelijke Basisschool Willem Alexander,Verlengde Vaart NZ 37,/basisscholen/erica/10538/protestants-christelijke-basisschool-willem-alexander/,Prot. christelijkBasisonderwijs48 leerlingen,48,Erica,Basic School
3124,Openbare Basisschool De Anbrenge,Semsstraat 2,/basisscholen/erica/26727/openbare-basisschool-de-anbrenge/,OpenbaarBasisonderwijs120 leerlingen,120,Erica,Basic School
3125,Rooms Katholieke Basisschool De Brummelbos,Omhaal 33,/basisscholen/erica/24411/rooms-katholieke-basisschool-de-brummelbos/,KatholiekBasisonderwijs203 leerlingen,203,Erica,Basic School
3126,Speulderbrink School met de Bijbel,Garderenseweg 205,/basisscholen/ermelo/8797/speulderbrink-school-met-de-bijbel/,Prot. christelijkBasisonderwijs53 leerlingen,53,Ermelo,Basic School
3127,Reformatorisch Basisschool Augustinus,De la Reystraat 38,/basisscholen/ermelo/4943/reformatorisch-basisschool-augustinus/,Prot. christelijkBasisonderwijs270 leerlingen,270,Ermelo,Basic School
3128,Goede Herderschool voor Basisonderwijs,Zeeweg 98,/basisscholen/ermelo/9005/goede-herderschool-voor-basisonderwijs/,Prot. christelijkBasisonderwijs215 leerlingen,215,Ermelo,Basic School
3129,"Prins Willem Alexanderschool, Katholiek onderwijs, Ermelo",Pretoriusstraat 1,/basisscholen/ermelo/9395/prins-willem-alexanderschool-katholiek-onderwijs-ermelo/,KatholiekBasisonderwijs97 leerlingen,97,Ermelo,Basic School
3130,Basisschool de Cantharel,Amanietlaan 5,/basisscholen/ermelo/9958/basisschool-de-cantharel/,OpenbaarBasisonderwijs182 leerlingen,182,Ermelo,Basic School
3131,Basisschool Arendshorst,Zwaluwstraat 1,/basisscholen/ermelo/26497/basisschool-arendshorst/,OpenbaarBasisonderwijs67 leerlingen,67,Ermelo,Basic School
3132,"De Lelie, Locatie Driekansen, Christelijke school voor Zeer Moelijk Lerende Kinderen",Enckerkamp 16,/basisscholen/ermelo/10886/de-lelie-locatie-driekansen-christelijke-school-voor-zeer-moelijk-lerende-kinderen/,Prot. christelijkSpeciaal onderwijs32 leerlingen,32,Ermelo,Basic School
3133,Bernhardschool Ermelo,Wiekslag 25,/basisscholen/ermelo/12068/bernhardschool-ermelo/,Prot. christelijkBasisonderwijs183 leerlingenOntwikkelingsgericht Onderwijs,183,Ermelo,Basic School
3134,PCBS Koningin Julianaschool,Spechtstraat 49,/basisscholen/ermelo/8357/pcbs-koningin-julianaschool/,Prot. christelijkBasisonderwijs198 leerlingen,198,Ermelo,Basic School
3135,Protestants Christelijke Basisschool De Klokbeker,De la Reystraat 134,/basisscholen/ermelo/8358/protestants-christelijke-basisschool-de-klokbeker/,Prot. christelijkBasisonderwijs319 leerlingen,319,Ermelo,Basic School
3136,Protestants Christelijke Basisschool Margriet,Hamburgerweg 141,/basisscholen/ermelo/8359/protestants-christelijke-basisschool-margriet/,Prot. christelijkBasisonderwijs164 leerlingen,164,Ermelo,Basic School
3137,Protestants Christelijke Basisschool Irene,Dirk Staalweg 38,/basisscholen/ermelo/8360/protestants-christelijke-basisschool-irene/,Prot. christelijkBasisonderwijs116 leerlingen,116,Ermelo,Basic School
3138,Protestants Christelijke Basisschool Beatrix,Smidsweg 49,/basisscholen/ermelo/12069/protestants-christelijke-basisschool-beatrix/,Prot. christelijkBasisonderwijs206 leerlingen,206,Ermelo,Basic School
3139,Basisschool Nicolaas,Past van Schijndelstraat 28,/basisscholen/erp/11941/basisschool-nicolaas/,KatholiekBasisonderwijs59 leerlingen,59,Erp,Basic School
3140,Basisschool Maria,Horstakker 38,/basisscholen/erp/8134/basisschool-maria/,KatholiekBasisonderwijs245 leerlingen,245,Erp,Basic School
3141,Basisschool De Empel,Melkerstraat 1,/basisscholen/erp/8135/basisschool-de-empel/,KatholiekBasisonderwijs163 leerlingen,163,Erp,Basic School
3142,Basisschool Antonius,Antoniusstraat 10,/basisscholen/erp/24878/basisschool-antonius/,KatholiekBasisonderwijs94 leerlingen,94,Erp,Basic School
3143,Samenwijs Torenlei,Dorpsstraat 8,/basisscholen/esbeek/5574/samenwijs-torenlei/,KatholiekBasisonderwijs76 leerlingen,76,Esbeek,Basic School
3144,Basisschool Willibrordus,Postelstraat 19 A,/basisscholen/esch/25650/basisschool-willibrordus/,KatholiekBasisonderwijs131 leerlingenJeelo,131,Esch,Basic School
3145,Basisschool De Ester,St. Machutusweg 2 A,/basisscholen/escharen/7828/basisschool-de-ester/,KatholiekBasisonderwijs97 leerlingen,97,Escharen,Basic School
3146,Oecumenische basisschool De Ark,Het Laantje 6,/basisscholen/espel/5356/oecumenische-basisschool-de-ark/,SamenwerkingBasisonderwijs150 leerlingen,150,Espel,Basic School
3147,IKC De Stek,Dorpsstraat 3,/basisscholen/est/10561/ikc-de-stek/,OpenbaarBasisonderwijs34 leerlingen,34,Est,Basic School
3148,Basisschool De Klimpaal,St Lidwinastraat 1,/basisscholen/etten/7844/basisschool-de-klimpaal/,KatholiekBasisonderwijs144 leerlingen,144,Etten,Basic School
3149,Protestants Christelijke basisschool de Klankhof,Hobodreef 3,/basisscholen/etten-leur/25565/protestants-christelijke-basisschool-de-klankhof/,Prot. christelijkBasisonderwijs150 leerlingen,150,Etten-Leur,Basic School
3150,IKC de Vincent,Lambertusstraat 5,/basisscholen/etten-leur/25538/ikc-de-vincent/,Prot. christelijkBasisonderwijs223 leerlingen,223,Etten-Leur,Basic School
3151,Basisschool De Springplank,Kraanvogel 22,/basisscholen/etten-leur/10696/basisschool-de-springplank/,OpenbaarBasisonderwijs178 leerlingen,178,Etten-Leur,Basic School
3152,Basisschool De Leest,Gruiterstraat 1,/basisscholen/etten-leur/21932/basisschool-de-leest/,OpenbaarBasisonderwijs311 leerlingen,311,Etten-Leur,Basic School
3153,Basisschool De Toverlaars,Slagveld 55,/basisscholen/etten-leur/6805/basisschool-de-toverlaars/,OpenbaarBasisonderwijs171 leerlingen,171,Etten-Leur,Basic School
3154,Katholieke School voor Speciaal Basisonderwijs Het Kompas,Hobodreef 3,/basisscholen/etten-leur/11717/katholieke-school-voor-speciaal-basisonderwijs-het-kompas/,KatholiekSpeciaal basisonderwijs167 leerlingen,167,Etten-Leur,Basic School
